case,base_requests,target_requests,seed,cache_scale,wan_mb_s,policy,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,total_transfer_mb,evicted_mb,refused_cache_mb,max_lease_mb
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,cloud_fifo,94,6,925.9925531914888,1762.199999999997,1851.1999999999975,18512.0,0.0,18512.0,18739.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,cloud_sjf,94,6,914.3734042553189,1762.1999999999996,1851.1999999999996,18512.0,0.0,18512.0,17071.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,p2p_sjf,94,6,624.2185514677242,1242.8451864173903,1259.2999999999993,12593.0,5919.0,18512.0,17071.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,c_lru,94,6,388.69324160088064,615.52,615.52,5825.0,12687.0,18512.0,16475.0,596.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,l_lru,94,6,386.98964985365285,603.3915301587301,656.663657142857,6395.0,12117.0,18512.0,17899.0,394.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,l_lease,94,6,370.5548634892488,570.9250714285715,587.5150714285716,5361.0,13151.0,18512.0,17571.0,394.0,434.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,d_lease,94,6,364.10537388832637,568.0582777777778,584.6465052910053,5361.0,13151.0,18512.0,17571.0,394.0,434.0
