file,method,catalog,edge_nodes,cache,requests,bandwidth_env,ACT,AMS,objective_base,CA,CA_rate,objective_CA,downloaded_mb,reused_mb,reuse_rate
fg_cat16_edge10_req1000.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,1000,None,118.64400183150184,231.5858333333333,175.11491758241758,909,0.909,1084.1149175824175,9421,21101,0.6913373959766725
fg_cat16_edge10_req1200.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,1200,None,118.64400183150184,231.5858333333333,175.11491758241758,1109,0.9241666666666667,1099.2815842490843,9421,21101,0.6913373959766725
fg_cat16_edge10_req1500.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,1500,None,118.64400183150184,231.5858333333333,175.11491758241758,1409,0.9393333333333334,1114.448250915751,9421,21101,0.6913373959766725
fg_cat16_edge10_req200.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,200,None,118.64400183150184,231.5858333333333,175.11491758241758,109,0.545,720.1149175824175,9421,21101,0.6913373959766725
fg_cat16_edge10_req2000.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,2000,None,118.64400183150184,231.5858333333333,175.11491758241758,1909,0.9545,1129.6149175824175,9421,21101,0.6913373959766725
fg_cat16_edge10_req400.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,400,None,118.64400183150184,231.5858333333333,175.11491758241758,309,0.7725,947.6149175824175,9421,21101,0.6913373959766725
fg_cat16_edge10_req600.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,600,None,118.64400183150184,231.5858333333333,175.11491758241758,509,0.8483333333333334,1023.4482509157509,9421,21101,0.6913373959766725
fg_cat16_edge10_req800.json,FG-DSCR-GC-K8sCA-tuned,16,10,None,800,None,118.64400183150184,231.5858333333333,175.11491758241758,709,0.88625,1061.3649175824175,9421,21101,0.6913373959766725
fg_cat16_edge12_req1000.json,FG-DSCR-GC-K8sCA-tuned,16,12,None,1000,None,116.94654088050314,228.4902777777778,172.71840932914046,894,0.894,1066.7184093291405,11154,25873,0.6987603640586599
fg_cat16_edge12_req1200.json,FG-DSCR-GC-K8sCA-tuned,16,12,None,1200,None,116.94654088050314,228.4902777777778,172.71840932914046,1094,0.9116666666666666,1084.385075995807,11154,25873,0.6987603640586599
fg_cat16_edge12_req1500.json,FG-DSCR-GC-K8sCA-tuned,16,12,None,1500,None,116.94654088050314,228.4902777777778,172.71840932914046,1394,0.9293333333333333,1102.0517426624738,11154,25873,0.6987603640586599
