file,method,catalog,edge_nodes,cache,requests,bandwidth_env,ACT,AMS,objective_base,CA,CA_rate,objective_CA,downloaded_mb,reused_mb,reuse_rate
fg_cache1024_req1000.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,1000,None,123.58865248226951,231.4333333333333,177.5109929078014,906,0.906,1083.5109929078014,17163,29130,0.6292528027995593
fg_cache1024_req200.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,200,None,133.50199652777778,251.84583333333336,192.67391493055555,104,0.52,712.6739149305556,26203,28227,0.5185926878559618
fg_cache1024_req300.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,300,None,123.63798758865249,232.01302083333331,177.8255042109929,206,0.6866666666666666,864.4921708776595,17534,28759,0.6212386321906119
fg_cache1024_req400.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,400,None,123.63798758865249,232.01302083333331,177.8255042109929,306,0.765,942.8255042109929,17534,28759,0.6212386321906119
fg_cache1024_req500.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,500,None,128.33145604395602,240.1307291666667,184.23109260531135,409,0.818,1002.2310926053113,22998,27578,0.5452783929136349
fg_cache1024_req600.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,600,None,123.63798758865249,232.01302083333331,177.8255042109929,506,0.8433333333333334,1021.1588375443263,17534,28759,0.6212386321906119
fg_cache1024_req700.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,700,None,123.63798758865249,232.01302083333331,177.8255042109929,606,0.8657142857142858,1043.5397899252787,17534,28759,0.6212386321906119
fg_cache1024_req800.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,800,None,123.63798758865249,232.01302083333331,177.8255042109929,706,0.8825,1060.325504210993,17534,28759,0.6212386321906119
fg_cache1024_req900.json,FG-DSCR-GC-K8sCA-tuned,None,None,1024,900,None,123.63798758865249,232.01302083333331,177.8255042109929,806,0.8955555555555555,1073.3810597665483,17534,28759,0.6212386321906119
wo_frag_cache1024_req1000.json,FG-w-o-frag-K8sCA,None,None,1024,1000,None,122.10257092198582,232.8015625,177.4520667109929,906,0.906,1083.452066710993,17596,28697,0.6198993368327825
wo_frag_cache1024_req200.json,FG-w-o-frag-K8sCA,None,None,1024,200,None,131.04904513888889,233.31614583333337,182.18259548611113,104,0.52,702.1825954861112,15899,38531,0.7079000551166637
wo_frag_cache1024_req300.json,FG-w-o-frag-K8sCA,None,None,1024,300,None,122.10257092198582,232.8015625,177.4520667109929,206,0.6866666666666666,864.1187333776595,17596,28697,0.6198993368327825
wo_frag_cache1024_req400.json,FG-w-o-frag-K8sCA,None,None,1024,400,None,122.10257092198582,232.8015625,177.4520667109929,306,0.765,942.4520667109929,17596,28697,0.6198993368327825
wo_frag_cache1024_req500.json,FG-w-o-frag-K8sCA,None,None,1024,500,None,125.04001831501833,239.3822916666667,182.21115499084252,409,0.818,1000.2111549908425,22314,28262,0.5588025941157861
wo_frag_cache1024_req600.json,FG-w-o-frag-K8sCA,None,None,1024,600,None,122.10257092198582,232.8015625,177.4520667109929,506,0.8433333333333334,1020.7854000443263,17596,28697,0.6198993368327825
wo_frag_cache1024_req700.json,FG-w-o-frag-K8sCA,None,None,1024,700,None,122.10257092198582,232.8015625,177.4520667109929,606,0.8657142857142858,1043.1663524252788,17596,28697,0.6198993368327825
wo_frag_cache1024_req800.json,FG-w-o-frag-K8sCA,None,None,1024,800,None,122.10257092198582,232.8015625,177.4520667109929,706,0.8825,1059.952066710993,17596,28697,0.6198993368327825
wo_frag_cache1024_req900.json,FG-w-o-frag-K8sCA,None,None,1024,900,None,122.10257092198582,232.8015625,177.4520667109929,806,0.8955555555555555,1073.0076222665484,17596,28697,0.6198993368327825
