iter,progress,container_id,chosen_node,raw_delay,raw_frag,raw_aff,raw_load,delay_term,frag_term,aff_reward_term,aff_contrib_to_phi,load_term,phi_total
1,0.0033333333333333335,c001,edge-1,608.0166666666667,0.041666666666666664,0.0,1.0,608.0166666666667,0.041666666666666664,0.0,-0.0,1.0,609.0583333333333
2,0.006666666666666667,c002,edge-5,2603.2833333333333,0.04976851851851852,0.0,2.0,2603.2833333333333,0.04976851851851852,0.0,-0.0,2.0,2605.333101851852
3,0.01,c003,edge-2,15684.895833333332,0.06481481481481481,0.0,3.0,15684.895833333332,0.06481481481481481,0.0,-0.0,3.0,15687.960648148148
4,0.013333333333333334,c004,edge-3,17600.245833333334,0.0810185185185185,0.0,4.0,17600.245833333334,0.0810185185185185,0.0,-0.0,4.0,17604.326851851853
5,0.016666666666666666,c005,edge-4,30681.858333333334,0.12268518518518516,0.0,5.0,30681.858333333334,0.12268518518518516,0.0,-0.0,5.0,30686.98101851852
6,0.02,c006,edge-2,31991.85833333333,0.1284722222222222,0.0,8.0,31991.85833333333,0.1284722222222222,0.0,-0.0,8.0,31999.986805555553
7,0.023333333333333334,c007,edge-6,32619.05833333333,0.13425925925925924,0.0,9.0,32619.05833333333,0.13425925925925924,0.0,-0.0,9.0,32628.19259259259
8,0.02666666666666667,c008,edge-2,32969.89583333333,0.14930555555555555,0.0,14.0,32969.89583333333,0.14930555555555555,0.0,-0.0,14.0,32984.04513888888
9,0.03,c009,edge-4,32969.89583333333,0.19270833333333331,1023.0,17.0,32969.89583333333,0.19270833333333331,204.60000000000002,-204.60000000000002,17.0,32782.488541666666
10,0.03333333333333333,c010,edge-3,39936.2125,0.21064814814814814,1023.0,20.0,39936.2125,0.21064814814814814,204.60000000000002,-204.60000000000002,20.0,39751.82314814815
11,0.03666666666666667,c011,edge-1,42310.34583333333,0.2361111111111111,1023.0,23.0,42310.34583333333,0.2361111111111111,204.60000000000002,-204.60000000000002,23.0,42128.981944444444
