iter,progress,container_id,chosen_node,raw_delay,raw_frag,raw_aff,raw_load,delay_term,frag_term,aff_reward_term,aff_contrib_to_phi,load_term,phi_total
1,0.00125,c001,edge-6,456.0125,0.041666666666666664,0.0,1.0,456.0125,0.041666666666666664,0.0,-0.0,1.0,457.0541666666667
2,0.0025,c002,edge-5,2451.2791666666667,0.04976851851851852,0.0,2.0,2451.2791666666667,0.04976851851851852,0.0,-0.0,2.0,2453.3289351851854
3,0.00375,c003,edge-2,15532.891666666666,0.06481481481481481,0.0,3.0,15532.891666666666,0.06481481481481481,0.0,-0.0,3.0,15535.956481481482
4,0.005,c004,edge-3,17448.24166666667,0.08101851851851852,0.0,4.0,17448.24166666667,0.08101851851851852,0.0,-0.0,4.0,17452.322685185187
5,0.00625,c005,edge-4,30529.854166666664,0.12268518518518517,0.0,5.0,30529.854166666664,0.12268518518518517,0.0,-0.0,5.0,30534.97685185185
6,0.0075,c006,edge-8,30561.104166666664,0.1423611111111111,0.0,6.0,30561.104166666664,0.1423611111111111,0.0,-0.0,6.0,30567.246527777774
7,0.00875,c007,edge-6,30732.291666666664,0.1435185185185185,191.0,9.0,30732.291666666664,0.1435185185185185,38.2,-38.2,9.0,30703.23518518518
8,0.01,c008,edge-2,31066.879166666666,0.14930555555555552,191.0,12.0,31066.879166666666,0.14930555555555552,38.2,-38.2,12.0,31040.82847222222
9,0.01125,c009,edge-4,31066.879166666666,0.19270833333333331,1214.0,15.0,31066.879166666666,0.19270833333333331,242.8,-242.8,15.0,30839.271875
10,0.0125,c010,edge-3,38033.19583333334,0.21064814814814814,1214.0,18.0,38033.19583333334,0.21064814814814814,242.8,-242.8,18.0,37808.60648148148
11,0.01375,c011,edge-3,44575.59583333333,0.24016203703703703,1214.0,23.0,44575.59583333333,0.24016203703703703,242.8,-242.8,23.0,44356.03599537037
12,0.015,c012,edge-4,44575.59583333333,0.2835648148148148,2237.0,28.0,44575.59583333333,0.2835648148148148,447.40000000000003,-447.40000000000003,28.0,44156.47939814815
13,0.01625,c013,edge-3,44575.59583333333,0.28356481481481477,2469.0,35.0,44575.59583333333,0.28356481481481477,493.8,-493.8,35.0,44117.07939814815
14,0.0175,c014,edge-7,48809.19583333333,0.30902777777777773,2469.0,36.0,48809.19583333333,0.30902777777777773,493.8,-493.8,36.0,48351.70486111111
15,0.01875,c015,edge-4,48809.19583333333,0.30497685185185186,3492.0,43.0,48809.19583333333,0.30497685185185186,698.4000000000001,-698.4000000000001,43.0,48154.100810185184
16,0.02,c016,edge-1,49154.79583333334,0.3263888888888889,3492.0,44.0,49154.79583333334,0.3263888888888889,698.4000000000001,-698.4000000000001,44.0,48500.722222222226
17,0.02125,c017,edge-5,58148.59583333333,0.3425925925925926,3493.0,47.0,58148.59583333333,0.3425925925925926,698.6,-698.6,47.0,57497.338425925926
18,0.0225,c018,edge-7,62627.145833333336,0.3576388888888889,3493.0,50.0,62627.145833333336,0.3576388888888889,698.6,-698.6,50.0,61978.90347222223
19,0.02375,c019,edge-1,63945.81249999999,0.3993055555555556,3493.0,53.0,63945.81249999999,0.3993055555555556,698.6,-698.6,53.0,63300.61180555555
20,0.025,c020,edge-8,69082.67499999999,0.4288194444444445,3493.0,56.0,69082.67499999999,0.4288194444444445,698.6,-698.6,56.0,68440.50381944442
21,0.02625,c021,edge-5,78113.87499999999,0.45833333333333337,3493.0,61.0,78113.87499999999,0.45833333333333337,698.6,-698.6,61.0,77476.73333333331
22,0.0275,c022,edge-2,78113.87499999999,0.47685185185185186,4516.0,66.0,78113.87499999999,0.47685185185185186,903.2,-903.2,66.0,77277.15185185184
23,0.02875,c023,edge-5,92942.20833333331,0.4797453703703704,4563.0,73.0,92942.20833333331,0.4797453703703704,912.6,-912.6,73.0,92103.08807870367
24,0.03,c024,edge-8,102005.20833333331,0.484375,4564.0,78.0,102005.20833333331,0.484375,912.8000000000001,-912.8000000000001,78.0,101170.89270833331
25,0.03125,c025,edge-1,103611.75833333333,0.48900462962962965,4591.0,83.0,103611.75833333333,0.48900462962962965,918.2,-918.2,83.0,102777.04733796297
26,0.0325,c026,edge-5,103611.75833333333,0.5069444444444444,5058.0,92.0,103611.75833333333,0.5069444444444444,1011.6,-1011.6,92.0,102692.66527777776
27,0.03375,c027,edge-3,109847.69166666665,0.5416666666666667,5087.0,101.0,109847.69166666665,0.5416666666666667,1017.4000000000001,-1017.4000000000001,101.0,108931.83333333333
28,0.035,c028,edge-2,109847.69166666665,0.556712962962963,6110.0,108.0,109847.69166666665,0.556712962962963,1222.0,-1222.0,108.0,108734.24837962961
29,0.03625,c029,edge-7,110991.55833333332,0.5717592592592593,6110.0,113.0,110991.55833333332,0.5717592592592593,1222.0,-1222.0,113.0,109883.13009259258
30,0.0375,c030,edge-6,110991.55833333332,0.5931712962962963,6301.0,118.0,110991.55833333332,0.5931712962962963,1260.2,-1260.2,118.0,109849.95150462961
31,0.03875,c031,edge-7,110991.55833333332,0.5989583333333334,6805.0,125.0,110991.55833333332,0.5989583333333334,1361.0,-1361.0,125.0,109756.15729166665
32,0.04,c032,edge-2,110991.55833333332,0.6012731481481481,7828.0,134.0,110991.55833333332,0.6012731481481481,1565.6000000000001,-1565.6000000000001,134.0,109560.55960648146
33,0.04125,c033,edge-2,110991.55833333332,0.6151620370370371,8851.0,145.0,110991.55833333332,0.6151620370370371,1770.2,-1770.2,145.0,109366.97349537036
34,0.0425,c034,edge-8,121506.05833333332,0.6568287037037038,8878.0,152.0,121506.05833333332,0.6568287037037038,1775.6000000000001,-1775.6000000000001,152.0,119883.11516203702
35,0.04375,c035,edge-3,122156.875,0.6684027777777779,9240.0,163.0,122156.875,0.6684027777777779,1848.0,-1848.0,163.0,120472.54340277778
36,0.045,c036,edge-5,131156.34166666665,0.6846064814814815,9241.0,174.0,131156.34166666665,0.6846064814814815,1848.2,-1848.2,174.0,129482.82627314814
37,0.04625,c037,edge-8,131156.34166666665,0.7175925925925926,9834.0,183.0,131156.34166666665,0.7175925925925926,1966.8000000000002,-1966.8000000000002,183.0,129373.25925925923
38,0.0475,c038,edge-8,131156.34166666665,0.7505787037037037,10259.0,194.0,131156.34166666665,0.7505787037037037,2051.8,-2051.8,194.0,129299.29224537035
39,0.04875,c039,edge-3,131156.34166666665,0.7673611111111112,10598.0,207.0,131156.34166666665,0.7673611111111112,2119.6,-2119.6,207.0,129244.50902777776
40,0.05,c040,edge-8,131156.34166666665,0.7818287037037037,10965.0,220.0,131156.34166666665,0.7818287037037037,2193.0,-2193.0,220.0,129184.12349537035
41,0.05125,c041,edge-4,131156.34166666665,0.782986111111111,11988.0,229.0,131156.34166666665,0.782986111111111,2397.6,-2397.6,229.0,128988.52465277776
42,0.0525,c042,edge-8,131156.34166666665,0.7841435185185185,12581.0,244.0,131156.34166666665,0.7841435185185185,2516.2000000000003,-2516.2000000000003,244.0,128884.92581018516
43,0.05375,c043,edge-2,131156.34166666665,0.7991898148148148,13604.0,257.0,131156.34166666665,0.7991898148148148,2720.8,-2720.8,257.0,128693.34085648145
44,0.055,c044,edge-2,131156.34166666665,0.822337962962963,14627.0,272.0,131156.34166666665,0.822337962962963,2925.4,-2925.4,272.0,128503.7640046296
45,0.05625,c045,edge-1,136694.34166666665,0.851851851851852,14627.0,279.0,136694.34166666665,0.851851851851852,2925.4,-2925.4,279.0,134048.7935185185
46,0.0575,c046,edge-8,136694.34166666665,0.8512731481481483,15220.0,296.0,136694.34166666665,0.8512731481481483,3044.0,-3044.0,296.0,133947.1929398148
47,0.05875,c047,edge-5,136694.34166666665,0.8859953703703705,15687.0,309.0,136694.34166666665,0.8859953703703705,3137.4,-3137.4,309.0,133866.82766203702
48,0.06,c048,edge-5,138056.425,0.9276620370370371,15778.0,324.0,138056.425,0.9276620370370371,3155.6000000000004,-3155.6000000000004,324.0,135225.75266203703
