iter,progress,container_id,chosen_node,raw_delay,raw_frag,raw_aff,raw_load,delay_term,frag_term,aff_reward_term,aff_contrib_to_phi,load_term,phi_total
38,0.054285714285714284,c038,edge-8,139381.87499999997,0.7552083333333334,10069.0,208.0,139381.87499999997,0.7552083333333334,2013.8000000000002,-2013.8000000000002,208.0,137576.83020833333
39,0.055714285714285716,c039,edge-7,139381.87499999997,0.7766203703703703,10408.0,219.0,139381.87499999997,0.7766203703703703,2081.6,-2081.6,219.0,137520.05162037033
40,0.05714285714285714,c040,edge-8,139381.87499999997,0.7910879629629629,10775.0,232.0,139381.87499999997,0.7910879629629629,2155.0,-2155.0,232.0,137459.66608796292
41,0.05857142857142857,c041,edge-4,139381.87499999997,0.7922453703703703,11798.0,243.0,139381.87499999997,0.7922453703703703,2359.6,-2359.6,243.0,137266.06724537033
42,0.06,c042,edge-8,139381.87499999997,0.7934027777777778,12391.0,258.0,139381.87499999997,0.7934027777777778,2478.2000000000003,-2478.2000000000003,258.0,137162.46840277774
43,0.06142857142857143,c043,edge-2,139381.87499999997,0.8084490740740742,13414.0,269.0,139381.87499999997,0.8084490740740742,2682.8,-2682.8,269.0,136968.88344907406
44,0.06285714285714286,c044,edge-2,139381.87499999997,0.8292824074074074,14437.0,282.0,139381.87499999997,0.8292824074074074,2887.4,-2887.4,282.0,136777.3042824074
45,0.06428571428571428,c045,edge-1,145913.875,0.8587962962962964,14437.0,291.0,145913.875,0.8587962962962964,2887.4,-2887.4,291.0,143318.3337962963
46,0.06571428571428571,c046,edge-8,145913.875,0.8582175925925927,15030.0,308.0,145913.875,0.8582175925925927,3006.0,-3006.0,308.0,143216.73321759258
47,0.06714285714285714,c047,edge-3,145913.875,0.8929398148148149,15497.0,325.0,145913.875,0.8929398148148149,3099.4,-3099.4,325.0,143140.3679398148
48,0.06857142857142857,c048,edge-3,147416.79166666666,0.9346064814814815,15588.0,344.0,147416.79166666666,0.9346064814814815,3117.6000000000004,-3117.6000000000004,344.0,144644.12627314814
49,0.07,c049,edge-2,147416.79166666666,0.9531250000000001,16611.0,359.0,147416.79166666666,0.9531250000000001,3322.2000000000003,-3322.2000000000003,359.0,144454.54479166665
50,0.07142857142857142,c050,edge-2,147416.79166666666,0.978587962962963,17634.0,376.0,147416.79166666666,0.978587962962963,3526.8,-3526.8,376.0,144266.97025462962
51,0.07285714285714286,c051,edge-2,147416.79166666666,0.9959490740740742,18657.0,395.0,147416.79166666666,0.9959490740740742,3731.4,-3731.4,395.0,144081.38761574074
52,0.07428571428571429,c052,edge-8,147416.79166666666,1.025462962962963,19082.0,414.0,147416.79166666666,1.025462962962963,3816.4,-3816.4,414.0,144015.4171296296
53,0.07571428571428572,c053,edge-4,147416.79166666666,1.0266203703703705,20105.0,427.0,147416.79166666666,1.0266203703703705,4021.0,-4021.0,427.0,143823.81828703702
54,0.07714285714285714,c054,edge-5,147416.79166666666,1.0578703703703705,20609.0,436.0,147416.79166666666,1.0578703703703705,4121.8,-4121.8,436.0,143732.04953703703
55,0.07857142857142857,c055,edge-5,152256.125,1.053240740740741,20610.0,447.0,152256.125,1.053240740740741,4122.0,-4122.0,447.0,148582.17824074073
56,0.08,c056,edge-1,165120.72499999998,1.059027777777778,20611.0,458.0,165120.72499999998,1.059027777777778,4122.2,-4122.2,458.0,161457.58402777775
57,0.08142857142857143,c057,edge-3,165120.72499999998,1.0601851851851853,21078.0,479.0,165120.72499999998,1.0601851851851853,4215.6,-4215.6,479.0,161385.18518518517
58,0.08285714285714285,c058,edge-1,165120.72499999998,1.0439814814814816,21310.0,492.0,165120.72499999998,1.0439814814814816,4262.0,-4262.0,492.0,161351.76898148147
59,0.08428571428571428,c059,edge-5,165120.72499999998,1.0694444444444446,21814.0,505.0,165120.72499999998,1.0694444444444446,4362.8,-4362.8,505.0,161263.99444444443
60,0.08571428571428572,c060,edge-3,165120.72499999998,1.105902777777778,22211.0,528.0,165120.72499999998,1.105902777777778,4442.2,-4442.2,528.0,161207.63090277775
61,0.08714285714285715,c061,edge-6,167507.03749999998,1.1412037037037037,22211.0,531.0,167507.03749999998,1.1412037037037037,4442.2,-4442.2,531.0,163596.97870370367
62,0.08857142857142856,c062,edge-2,167507.03749999998,1.1793981481481481,23234.0,552.0,167507.03749999998,1.1793981481481481,4646.8,-4646.8,552.0,163413.41689814813
63,0.09,c063,edge-1,173886.72083333333,1.1990740740740742,23235.0,567.0,173886.72083333333,1.1990740740740742,4647.0,-4647.0,567.0,169807.9199074074
64,0.09142857142857143,c064,edge-8,173886.72083333333,1.2204861111111112,23660.0,588.0,173886.72083333333,1.2204861111111112,4732.0,-4732.0,588.0,169743.94131944445
65,0.09285714285714286,c065,edge-8,173886.72083333333,1.2314814814814816,24253.0,611.0,173886.72083333333,1.2314814814814816,4850.6,-4850.6,611.0,169648.3523148148
66,0.09428571428571429,c066,edge-1,179464.1875,1.2210648148148149,24280.0,628.0,179464.1875,1.2210648148148149,4856.0,-4856.0,628.0,175237.4085648148
67,0.09571428571428571,c067,edge-6,179464.1875,1.2193287037037037,24547.0,633.0,179464.1875,1.2193287037037037,4909.400000000001,-4909.400000000001,633.0,175189.0068287037
68,0.09714285714285714,c068,edge-6,204053.125,1.228587962962963,24575.0,640.0,204053.125,1.228587962962963,4915.0,-4915.0,640.0,199779.35358796295
69,0.09857142857142857,c069,edge-8,204053.125,1.2280092592592595,25000.0,665.0,204053.125,1.2280092592592595,5000.0,-5000.0,665.0,199719.35300925927
70,0.1,c070,edge-1,204053.125,1.244791666666667,25150.0,684.0,204053.125,1.244791666666667,5030.0,-5030.0,684.0,199708.36979166666
71,0.10142857142857142,c071,edge-6,204053.125,1.2505787037037037,26173.0,693.0,204053.125,1.2505787037037037,5234.6,-5234.6,693.0,199512.7755787037
72,0.10285714285714286,c072,edge-7,224854.32499999998,1.244791666666667,26174.0,706.0,224854.32499999998,1.244791666666667,5234.8,-5234.8,706.0,220326.76979166665
73,0.10428571428571429,c073,edge-2,224854.32499999998,1.2847222222222223,27197.0,729.0,224854.32499999998,1.2847222222222223,5439.400000000001,-5439.400000000001,729.0,220145.2097222222
74,0.10571428571428572,c074,edge-6,239709.9875,1.3125,27197.0,740.0,239709.9875,1.3125,5439.400000000001,-5439.400000000001,740.0,235011.9
75,0.10714285714285714,c075,edge-3,250813.7375,1.3153935185185186,27225.0,765.0,250813.7375,1.3153935185185186,5445.0,-5445.0,765.0,246135.0528935185
76,0.10857142857142857,c076,edge-1,250813.7375,1.3327546296296298,27457.0,786.0,250813.7375,1.3327546296296298,5491.400000000001,-5491.400000000001,786.0,246109.67025462963
77,0.11,c077,edge-3,250813.7375,1.3269675925925926,27660.0,813.0,250813.7375,1.3269675925925926,5532.0,-5532.0,813.0,246096.06446759257
78,0.11142857142857143,c078,edge-2,250813.7375,1.3582175925925926,28683.0,838.0,250813.7375,1.3582175925925926,5736.6,-5736.6,838.0,245916.49571759257
79,0.11285714285714285,c079,edge-2,252610.63749999995,1.3796296296296298,28683.0,865.0,252610.63749999995,1.3796296296296298,5736.6,-5736.6,865.0,247740.41712962958
80,0.11428571428571428,c080,edge-3,252610.63749999995,1.3738425925925926,29029.0,894.0,252610.63749999995,1.3738425925925926,5805.8,-5805.8,894.0,247700.21134259255
81,0.11571428571428571,c081,edge-1,252610.63749999995,1.3761574074074074,29261.0,917.0,252610.63749999995,1.3761574074074074,5852.200000000001,-5852.200000000001,917.0,247676.81365740736
82,0.11714285714285715,c082,edge-3,252610.63749999995,1.3888888888888888,29728.0,948.0,252610.63749999995,1.3888888888888888,5945.6,-5945.6,948.0,247614.42638888882
83,0.11857142857142858,c083,edge-4,252610.63749999995,1.3917824074074074,30751.0,963.0,252610.63749999995,1.3917824074074074,6150.200000000001,-6150.200000000001,963.0,247424.82928240736
84,0.12,c084,edge-1,262233.8375,1.4097222222222223,30796.0,988.0,262233.8375,1.4097222222222223,6159.200000000001,-6159.200000000001,988.0,257064.04722222226
85,0.12142857142857143,c085,edge-5,267231.30416666664,1.4120370370370372,30825.0,1003.0,267231.30416666664,1.4120370370370372,6165.0,-6165.0,1003.0,262070.71620370366
86,0.12285714285714286,c086,edge-8,267231.30416666664,1.4247685185185186,31192.0,1030.0,267231.30416666664,1.4247685185185186,6238.400000000001,-6238.400000000001,1030.0,262024.32893518519
87,0.12428571428571429,c087,edge-2,267231.30416666664,1.464699074074074,32215.0,1059.0,267231.30416666664,1.464699074074074,6443.0,-6443.0,1059.0,261848.76886574074
88,0.12571428571428572,c088,edge-2,267231.30416666664,1.4739583333333335,33238.0,1090.0,267231.30416666664,1.4739583333333335,6647.6,-6647.6,1090.0,261675.17812499995
89,0.12714285714285714,c089,edge-3,267231.30416666664,1.5017361111111112,33441.0,1123.0,267231.30416666664,1.5017361111111112,6688.200000000001,-6688.200000000001,1123.0,261667.60590277775
90,0.12857142857142856,c090,edge-1,267231.30416666664,1.4994212962962963,33586.0,1150.0,267231.30416666664,1.4994212962962963,6717.200000000001,-6717.200000000001,1150.0,261665.60358796292
91,0.13,c091,edge-1,267231.30416666664,1.506365740740741,33614.0,1179.0,267231.30416666664,1.506365740740741,6722.8,-6722.8,1179.0,261689.01053240738
92,0.13142857142857142,c092,edge-3,267231.30416666664,1.537615740740741,34081.0,1214.0,267231.30416666664,1.537615740740741,6816.200000000001,-6816.200000000001,1214.0,261630.64178240736
93,0.13285714285714287,c093,edge-1,303019.70416666666,1.5839120370370372,34081.0,1245.0,303019.70416666666,1.5839120370370372,6816.200000000001,-6816.200000000001,1245.0,297450.0880787037
94,0.13428571428571429,c094,edge-3,303019.70416666666,1.6035879629629632,34548.0,1282.0,303019.70416666666,1.6035879629629632,6909.6,-6909.6,1282.0,297393.70775462966
95,0.1357142857142857,c095,edge-4,303019.70416666666,1.6215277777777781,35571.0,1299.0,303019.70416666666,1.6215277777777781,7114.200000000001,-7114.200000000001,1299.0,297206.1256944444
96,0.13714285714285715,c096,edge-5,308011.70416666666,1.6377314814814818,35599.0,1316.0,308011.70416666666,1.6377314814814818,7119.8,-7119.8,1316.0,302209.54189814813
97,0.13857142857142857,c097,edge-3,308011.70416666666,1.675925925925926,35996.0,1355.0,308011.70416666666,1.675925925925926,7199.200000000001,-7199.200000000001,1355.0,302169.18009259255
98,0.14,c098,edge-3,308011.70416666666,1.6886574074074079,36280.0,1396.0,308011.70416666666,1.6886574074074079,7256.0,-7256.0,1396.0,302153.3928240741
99,0.14142857142857143,c099,edge-3,308011.70416666666,1.7320601851851856,36471.0,1439.0,308011.70416666666,1.7320601851851856,7294.200000000001,-7294.200000000001,1439.0,302158.2362268518
100,0.14285714285714285,c100,edge-2,309895.24166666664,1.7598379629629632,36471.0,1472.0,309895.24166666664,1.7598379629629632,7294.200000000001,-7294.200000000001,1472.0,304074.8015046296
101,0.1442857142857143,c101,edge-6,309895.24166666664,1.7783564814814816,37494.0,1485.0,309895.24166666664,1.7783564814814816,7498.8,-7498.8,1485.0,303883.2200231481
102,0.1457142857142857,c102,edge-8,311430.87916666665,1.777777777777778,37494.0,1514.0,311430.87916666665,1.777777777777778,7498.8,-7498.8,1514.0,305447.8569444444
103,0.14714285714285713,c103,edge-5,311430.87916666665,1.775462962962963,37998.0,1533.0,311430.87916666665,1.775462962962963,7599.6,-7599.6,1533.0,305366.05462962965
104,0.14857142857142858,c104,edge-1,311430.87916666665,1.771990740740741,38227.0,1566.0,311430.87916666665,1.771990740740741,7645.400000000001,-7645.400000000001,1566.0,305353.25115740736
105,0.15,c105,edge-8,311430.87916666665,1.796875,38820.0,1597.0,311430.87916666665,1.796875,7764.0,-7764.0,1597.0,305265.67604166665
106,0.15142857142857144,c106,edge-5,311430.87916666665,1.8402777777777781,39324.0,1618.0,311430.87916666665,1.8402777777777781,7864.8,-7864.8,1618.0,305185.9194444444
107,0.15285714285714286,c107,edge-8,313087.44166666665,1.8750000000000002,39325.0,1651.0,313087.44166666665,1.8750000000000002,7865.0,-7865.0,1651.0,306875.31666666665
108,0.15428571428571428,c108,edge-8,313087.44166666665,1.8981481481481486,39375.0,1686.0,313087.44166666665,1.8981481481481486,7875.0,-7875.0,1686.0,306900.3398148148
109,0.15571428571428572,c109,edge-8,313087.44166666665,1.9276620370370374,39968.0,1723.0,313087.44166666665,1.9276620370370374,7993.6,-7993.6,1723.0,306818.7693287037
110,0.15714285714285714,c110,edge-3,313087.44166666665,1.9305555555555558,40435.0,1768.0,313087.44166666665,1.9305555555555558,8087.0,-8087.0,1768.0,306770.3722222222
111,0.15857142857142856,c111,edge-1,313087.44166666665,1.9780092592592595,40989.0,1803.0,313087.44166666665,1.9780092592592595,8197.800000000001,-8197.800000000001,1803.0,306694.61967592593
112,0.16,c112,edge-6,313087.44166666665,1.990740740740741,42012.0,1818.0,313087.44166666665,1.990740740740741,8402.4,-8402.4,1818.0,306505.03240740736
113,0.16142857142857142,c113,edge-8,323081.67916666664,2.0121527777777777,42041.0,1857.0,323081.67916666664,2.0121527777777777,8408.2,-8408.2,1857.0,316532.4913194444
114,0.16285714285714287,c114,edge-6,323081.67916666664,2.0248842592592595,43064.0,1874.0,323081.67916666664,2.0248842592592595,8612.800000000001,-8612.800000000001,1874.0,316344.9040509259
115,0.16428571428571428,c115,edge-7,324435.4125,2.024305555555556,43244.0,1889.0,324435.4125,2.024305555555556,8648.800000000001,-8648.800000000001,1889.0,317677.63680555555
116,0.1657142857142857,c116,edge-2,324435.4125,2.0625,44267.0,1924.0,324435.4125,2.0625,8853.4,-8853.4,1924.0,317508.07499999995
117,0.16714285714285715,c117,edge-6,324435.4125,2.0798611111111116,44624.0,1943.0,324435.4125,2.0798611111111116,8924.800000000001,-8924.800000000001,1943.0,317455.6923611111
118,0.16857142857142857,c118,edge-3,324435.4125,2.070601851851852,45021.0,1990.0,324435.4125,2.070601851851852,9004.2,-9004.2,1990.0,317423.2831018518
119,0.17,c119,edge-1,324435.4125,2.0694444444444446,45253.0,2027.0,324435.4125,2.0694444444444446,9050.6,-9050.6,2027.0,317413.88194444444
120,0.17142857142857143,c120,edge-5,324435.4125,2.1006944444444446,45757.0,2050.0,324435.4125,2.1006944444444446,9151.4,-9151.4,2050.0,317336.1131944444
121,0.17285714285714285,c121,edge-2,325315.1625,2.137152777777778,45757.0,2087.0,325315.1625,2.137152777777778,9151.4,-9151.4,2087.0,318252.8996527777
122,0.1742857142857143,c122,edge-4,326533.01249999995,2.1498842592592595,45757.0,2106.0,326533.01249999995,2.1498842592592595,9151.4,-9151.4,2106.0,319489.7623842592
123,0.1757142857142857,c123,edge-5,326533.01249999995,2.1828703703703707,46261.0,2131.0,326533.01249999995,2.1828703703703707,9252.2,-9252.2,2131.0,319413.99537037034
124,0.17714285714285713,c124,edge-8,326533.01249999995,2.221064814814815,46537.0,2172.0,326533.01249999995,2.221064814814815,9307.4,-9307.4,2172.0,319399.83356481476
125,0.17857142857142858,c125,edge-1,326533.01249999995,2.237268518518519,46916.0,2211.0,326533.01249999995,2.237268518518519,9383.2,-9383.2,2211.0,319363.0497685185
126,0.18,c126,edge-6,326533.01249999995,2.25,47273.0,2232.0,326533.01249999995,2.25,9454.6,-9454.6,2232.0,319312.6625
127,0.18142857142857144,c127,edge-7,326533.01249999995,2.266203703703704,47664.0,2249.0,326533.01249999995,2.266203703703704,9532.800000000001,-9532.800000000001,2249.0,319251.4787037037
128,0.18285714285714286,c128,edge-6,326533.01249999995,2.2905092592592595,47888.0,2272.0,326533.01249999995,2.2905092592592595,9577.6,-9577.6,2272.0,319229.70300925925
129,0.18428571428571427,c129,edge-4,326533.01249999995,2.3321759259259265,48911.0,2293.0,326533.01249999995,2.3321759259259265,9782.2,-9782.2,2293.0,319046.14467592584
130,0.18571428571428572,c130,edge-6,326533.01249999995,2.3379629629629632,49178.0,2318.0,326533.01249999995,2.3379629629629632,9835.6,-9835.6,2318.0,319017.75046296295
131,0.18714285714285714,c131,edge-3,326533.01249999995,2.3726851851851856,49369.0,2367.0,326533.01249999995,2.3726851851851856,9873.800000000001,-9873.800000000001,2367.0,319028.58518518513
132,0.18857142857142858,c132,edge-6,326533.01249999995,2.3842592592592595,50392.0,2394.0,326533.01249999995,2.3842592592592595,10078.400000000001,-10078.400000000001,2394.0,318850.9967592592
133,0.19,c133,edge-8,326533.01249999995,2.4021990740740744,50759.0,2437.0,326533.01249999995,2.4021990740740744,10151.800000000001,-10151.800000000001,2437.0,318820.61469907407
134,0.19142857142857142,c134,edge-6,326533.01249999995,2.4172453703703707,51116.0,2466.0,326533.01249999995,2.4172453703703707,10223.2,-10223.2,2466.0,318778.22974537034
135,0.19285714285714287,c135,edge-8,326533.01249999995,2.460648148148149,51709.0,2511.0,326533.01249999995,2.460648148148149,10341.800000000001,-10341.800000000001,2511.0,318704.6731481481
136,0.19428571428571428,c136,edge-2,326533.01249999995,2.491898148148148,52732.0,2550.0,326533.01249999995,2.491898148148148,10546.400000000001,-10546.400000000001,2550.0,318539.1043981481
137,0.1957142857142857,c137,edge-5,339448.26249999995,2.509837962962963,52733.0,2577.0,339448.26249999995,2.509837962962963,10546.6,-10546.6,2577.0,331481.17233796295
138,0.19714285714285715,c138,edge-8,339448.26249999995,2.5144675925925926,53326.0,2624.0,339448.26249999995,2.5144675925925926,10665.2,-10665.2,2624.0,331409.5769675925
139,0.19857142857142857,c139,edge-8,339448.26249999995,2.5104166666666665,53602.0,2673.0,339448.26249999995,2.5104166666666665,10720.400000000001,-10720.400000000001,2673.0,331403.3729166666
140,0.2,c140,edge-8,339448.26249999995,2.5300925925925926,54195.0,2724.0,339448.26249999995,2.5300925925925926,10839.0,-10839.0,2724.0,331335.79259259254
141,0.20142857142857143,c141,edge-1,351767.4458333333,2.5243055555555554,54223.0,2765.0,351767.4458333333,2.5243055555555554,10844.6,-10844.6,2765.0,343690.3701388889
142,0.20285714285714285,c142,edge-4,353549.8458333333,2.5237268518518516,54223.0,2788.0,353549.8458333333,2.5237268518518516,10844.6,-10844.6,2788.0,345495.7695601852
143,0.2042857142857143,c143,edge-6,353549.8458333333,2.544560185185185,55246.0,2819.0,353549.8458333333,2.544560185185185,11049.2,-11049.2,2819.0,345322.1903935185
144,0.2057142857142857,c144,edge-7,353549.8458333333,2.5526620370370368,55637.0,2838.0,353549.8458333333,2.5526620370370368,11127.400000000001,-11127.400000000001,2838.0,345262.9984953703
145,0.20714285714285716,c145,edge-2,354850.0583333333,2.5520833333333335,55641.0,2879.0,354850.0583333333,2.5520833333333335,11128.2,-11128.2,2879.0,346603.4104166666
146,0.20857142857142857,c146,edge-3,354850.0583333333,2.5734953703703707,56038.0,2930.0,354850.0583333333,2.5734953703703707,11207.6,-11207.6,2930.0,346575.0318287037
147,0.21,c147,edge-5,362680.0083333333,2.606481481481482,56038.0,2959.0,362680.0083333333,2.606481481481482,11207.6,-11207.6,2959.0,354434.0148148148
148,0.21142857142857144,c148,edge-8,362680.0083333333,2.639467592592593,56631.0,3012.0,362680.0083333333,2.639467592592593,11326.2,-11326.2,3012.0,354368.4478009259
149,0.21285714285714286,c149,edge-3,362680.0083333333,2.6591435185185186,56977.0,3065.0,362680.0083333333,2.6591435185185186,11395.400000000001,-11395.400000000001,3065.0,354352.2674768518
150,0.21428571428571427,c150,edge-7,362680.0083333333,2.6846064814814814,57316.0,3086.0,362680.0083333333,2.6846064814814814,11463.2,-11463.2,3086.0,354305.49293981475
151,0.21571428571428572,c151,edge-6,362680.0083333333,2.715856481481482,58339.0,3119.0,362680.0083333333,2.715856481481482,11667.800000000001,-11667.800000000001,3119.0,354133.9241898148
152,0.21714285714285714,c152,edge-7,362680.0083333333,2.730902777777778,58546.0,3142.0,362680.0083333333,2.730902777777778,11709.2,-11709.2,3142.0,354115.53923611104
153,0.21857142857142858,c153,edge-8,362680.0083333333,2.767361111111111,59139.0,3197.0,362680.0083333333,2.767361111111111,11827.800000000001,-11827.800000000001,3197.0,354051.97569444444
154,0.22,c154,edge-6,362680.0083333333,2.7766203703703702,60162.0,3232.0,362680.0083333333,2.7766203703703702,12032.400000000001,-12032.400000000001,3232.0,353882.3849537037
155,0.22142857142857142,c155,edge-2,362680.0083333333,2.8113425925925926,61185.0,3275.0,362680.0083333333,2.8113425925925926,12237.0,-12237.0,3275.0,353720.8196759259
156,0.22285714285714286,c156,edge-2,362680.0083333333,2.8443287037037037,62208.0,3320.0,362680.0083333333,2.8443287037037037,12441.6,-12441.6,3320.0,353561.25266203703
157,0.22428571428571428,c157,edge-7,362680.0083333333,2.853587962962963,62547.0,3345.0,362680.0083333333,2.853587962962963,12509.400000000001,-12509.400000000001,3345.0,353518.46192129626
158,0.2257142857142857,c158,edge-4,362680.0083333333,2.853009259259259,63570.0,3370.0,362680.0083333333,2.853009259259259,12714.0,-12714.0,3370.0,353338.8613425926
159,0.22714285714285715,c159,edge-2,362680.0083333333,2.847222222222222,64593.0,3417.0,362680.0083333333,2.847222222222222,12918.6,-12918.6,3417.0,353181.2555555556
160,0.22857142857142856,c160,edge-3,362680.0083333333,2.8582175925925926,65060.0,3472.0,362680.0083333333,2.8582175925925926,13012.0,-13012.0,3472.0,353142.8665509259
161,0.23,c161,edge-5,362680.0083333333,2.864583333333333,65564.0,3503.0,362680.0083333333,2.864583333333333,13112.800000000001,-13112.800000000001,3503.0,353073.0729166666
162,0.23142857142857143,c162,edge-5,382986.5916666667,2.869212962962963,65610.0,3536.0,382986.5916666667,2.869212962962963,13122.0,-13122.0,3536.0,373403.46087962965
