iter,progress,container_id,chosen_node,raw_delay,raw_frag,raw_aff,raw_load,delay_term,frag_term,aff_reward_term,aff_contrib_to_phi,load_term,phi_total
1,0.002,c001,edge-5,3792.15,0.012731481481481477,0.0,1.0,3792.15,0.012731481481481477,0.0,-0.0,1.0,3793.1627314814814
2,0.004,c002,edge-2,16873.7625,0.028935185185185175,0.0,2.0,16873.7625,0.028935185185185175,0.0,-0.0,2.0,16875.791435185187
3,0.006,c003,edge-2,16873.7625,0.04340277777777777,1023.0,5.0,16873.7625,0.04340277777777777,204.60000000000002,-204.60000000000002,5.0,16674.20590277778
4,0.008,c004,edge-8,21269.375,0.07291666666666666,1023.0,6.0,21269.375,0.07291666666666666,204.60000000000002,-204.60000000000002,6.0,21070.84791666667
5,0.01,c005,edge-5,30034.291666666668,0.0775462962962963,1023.0,9.0,30034.291666666668,0.0775462962962963,204.60000000000002,-204.60000000000002,9.0,29838.769212962965
6,0.012,c006,edge-6,30872.80416666667,0.08912037037037036,1023.0,10.0,30872.80416666667,0.08912037037037036,204.60000000000002,-204.60000000000002,10.0,30678.29328703704
7,0.014,c007,edge-1,33266.82083333333,0.1290509259259259,1023.0,11.0,33266.82083333333,0.1290509259259259,204.60000000000002,-204.60000000000002,11.0,33073.34988425926
8,0.016,c008,edge-8,39752.32083333333,0.15277777777777776,1050.0,14.0,39752.32083333333,0.15277777777777776,210.0,-210.0,14.0,39556.47361111111
9,0.018,c009,edge-1,51866.45416666666,0.17013888888888887,1050.0,17.0,51866.45416666666,0.17013888888888887,210.0,-210.0,17.0,51673.62430555555
10,0.02,c010,edge-3,53054.60416666666,0.1759259259259259,1050.0,18.0,53054.60416666666,0.1759259259259259,210.0,-210.0,18.0,52862.780092592584
11,0.022,c011,edge-1,58058.52083333333,0.1921296296296296,1051.0,23.0,58058.52083333333,0.1921296296296296,210.20000000000002,-210.20000000000002,23.0,57871.51296296296
12,0.024,c012,edge-7,58263.87083333332,0.2071759259259259,1051.0,24.0,58263.87083333332,0.2071759259259259,210.20000000000002,-210.20000000000002,24.0,58077.87800925925
13,0.026,c013,edge-7,63626.587499999994,0.21296296296296294,1051.0,27.0,63626.587499999994,0.21296296296296294,210.20000000000002,-210.20000000000002,27.0,63443.60046296296
14,0.028,c014,edge-1,75213.78749999999,0.23090277777777776,1051.0,34.0,75213.78749999999,0.23090277777777776,210.20000000000002,-210.20000000000002,34.0,75037.81840277778
15,0.03,c015,edge-2,75213.78749999999,0.2690972222222222,2074.0,39.0,75213.78749999999,0.2690972222222222,414.8,-414.8,39.0,74838.25659722221
