iter,progress,container_id,chosen_node,raw_delay,raw_frag,raw_aff,raw_load,delay_term,frag_term,aff_reward_term,aff_contrib_to_phi,load_term,phi_total
1,0.0011111111111111111,c001,edge-6,456.0125,0.041666666666666664,0.0,1.0,456.0125,0.041666666666666664,0.0,-0.0,1.0,457.0541666666667
2,0.0022222222222222222,c002,edge-7,2451.2791666666667,0.04976851851851852,0.0,2.0,2451.2791666666667,0.04976851851851852,0.0,-0.0,2.0,2453.3289351851854
3,0.0033333333333333335,c003,edge-2,15532.891666666666,0.06481481481481481,0.0,3.0,15532.891666666666,0.06481481481481481,0.0,-0.0,3.0,15535.956481481482
4,0.0044444444444444444,c004,edge-5,17448.24166666667,0.0810185185185185,0.0,4.0,17448.24166666667,0.0810185185185185,0.0,-0.0,4.0,17452.322685185187
5,0.005555555555555556,c005,edge-4,30529.854166666664,0.12268518518518516,0.0,5.0,30529.854166666664,0.12268518518518516,0.0,-0.0,5.0,30534.97685185185
6,0.006666666666666667,c006,edge-8,30561.104166666664,0.14236111111111108,0.0,6.0,30561.104166666664,0.14236111111111108,0.0,-0.0,6.0,30567.246527777774
7,0.0077777777777777776,c007,edge-6,30732.291666666664,0.1435185185185185,191.0,9.0,30732.291666666664,0.1435185185185185,38.2,-38.2,9.0,30703.23518518518
8,0.008888888888888889,c008,edge-2,31066.879166666666,0.14930555555555555,191.0,12.0,31066.879166666666,0.14930555555555555,38.2,-38.2,12.0,31040.82847222222
9,0.01,c009,edge-4,31066.879166666666,0.19270833333333331,1214.0,15.0,31066.879166666666,0.19270833333333331,242.8,-242.8,15.0,30839.271875
10,0.011111111111111112,c010,edge-5,38033.19583333333,0.21064814814814814,1214.0,18.0,38033.19583333333,0.21064814814814814,242.8,-242.8,18.0,37808.606481481474
11,0.012222222222222223,c011,edge-5,44575.59583333333,0.24016203703703703,1214.0,23.0,44575.59583333333,0.24016203703703703,242.8,-242.8,23.0,44356.03599537037
12,0.013333333333333334,c012,edge-4,44575.59583333333,0.2835648148148148,2237.0,28.0,44575.59583333333,0.2835648148148148,447.40000000000003,-447.40000000000003,28.0,44156.47939814815
13,0.014444444444444444,c013,edge-5,44575.59583333333,0.2835648148148148,2469.0,35.0,44575.59583333333,0.2835648148148148,493.8,-493.8,35.0,44117.07939814815
14,0.015555555555555555,c014,edge-3,48809.19583333334,0.30902777777777773,2469.0,36.0,48809.19583333334,0.30902777777777773,493.8,-493.8,36.0,48351.70486111112
15,0.016666666666666666,c015,edge-4,48809.19583333334,0.30497685185185186,3492.0,43.0,48809.19583333334,0.30497685185185186,698.4000000000001,-698.4000000000001,43.0,48154.10081018519
16,0.017777777777777778,c016,edge-1,49154.79583333334,0.3263888888888889,3492.0,44.0,49154.79583333334,0.3263888888888889,698.4000000000001,-698.4000000000001,44.0,48500.722222222226
17,0.01888888888888889,c017,edge-7,58148.59583333333,0.3425925925925926,3493.0,47.0,58148.59583333333,0.3425925925925926,698.6,-698.6,47.0,57497.338425925926
18,0.02,c018,edge-3,62627.14583333333,0.3576388888888889,3493.0,50.0,62627.14583333333,0.3576388888888889,698.6,-698.6,50.0,61978.90347222222
19,0.021111111111111112,c019,edge-1,63945.8125,0.3993055555555556,3493.0,53.0,63945.8125,0.3993055555555556,698.6,-698.6,53.0,63300.611805555556
20,0.022222222222222223,c020,edge-8,69082.675,0.4288194444444445,3493.0,56.0,69082.675,0.4288194444444445,698.6,-698.6,56.0,68440.50381944444
21,0.023333333333333334,c021,edge-7,78113.875,0.4583333333333333,3493.0,61.0,78113.875,0.4583333333333333,698.6,-698.6,61.0,77476.73333333332
22,0.024444444444444446,c022,edge-2,78113.875,0.4768518518518519,4516.0,66.0,78113.875,0.4768518518518519,903.2,-903.2,66.0,77277.15185185186
23,0.025555555555555557,c023,edge-7,92942.20833333333,0.4797453703703704,4563.0,73.0,92942.20833333333,0.4797453703703704,912.6,-912.6,73.0,92103.08807870369
24,0.02666666666666667,c024,edge-8,102005.20833333333,0.484375,4564.0,78.0,102005.20833333333,0.484375,912.8000000000001,-912.8000000000001,78.0,101170.89270833333
