case,num_nodes,num_domains,seed,wan_mb_s,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,avg_layer_transfer_s,evicted_mb,not_preserved_mb,pulse_ms,scout_ms,keep_ms,scheduler_runtime_ms,scheduling_cycles,pulse_selected_total,keep_virtual_queue,wall_runtime_s
cider_nodes20_domains4_req400_weak,20,4,1,30.0,200,0,19.429571313081308,70.87984291189773,76.1587359260533,2187.0,16625.0,4406.0,12219.0,88.37444184563044,1.0,0.9999999999999999,73.40053982256376,2.302354516274489,4321.0,13842.0,753.5542696714401,66.01450592279434,825.6462663412094,1645.2150419354439,44,443,1501.8278766655217,1.8805978521704674
cider_nodes30_domains5_req600_weak,30,5,1,30.0,300,0,15.12217834966602,56.687521146759224,70.36438687486309,1991.0,20225.0,1809.0,18416.0,91.03799063737847,1.0,0.9398849580811308,66.36666666666669,2.3055581227793938,6785.0,14404.0,602.8537303209305,115.60334265232086,1824.814260005951,2543.2713329792023,34,449,1357.9770181262334,2.913127787411213
cider_nodes40_domains8_req800_weak,40,8,1,30.0,400,0,25.339451546236802,96.59992786748609,108.31004125608835,3083.0,25874.0,11812.0,14062.0,89.35317885140036,1.0,0.63638,102.76666666666658,3.1552229760631967,13907.0,13623.0,1515.035942196846,297.3533719778061,4038.075089454651,5850.464403629303,70,697,2108.466128695204,6.49780710786581
cider_nodes50_domains10_req1000_weak,50,10,1,30.0,500,0,13.357603961421752,70.38565000000007,81.17850570401288,2205.0,29981.0,9780.0,20201.0,93.14919530230534,1.0,0.7042605555555556,73.50000000000007,1.8312250516350048,14494.0,16521.0,2118.3135509490967,563.3703172206879,7877.169087529182,10558.852955698967,91,852,1474.6499486638834,11.711814694106579
