label,file,round,step_reuse_mb_global,step_downloaded_mb_global,cumulative_reuse_mb_global,cumulative_downloaded_mb_global,active_nodes
mid2,result_200_mid2.json,1,0,57365,0,57365,8
mid2,result_200_mid2.json,2,57365,0,57365,57365,8
mid2,result_200_mid2.json,3,57365,0,114730,57365,8
mid2,result_200_mid2.json,4,57365,0,172095,57365,8
mid2,result_200_mid2.json,5,57365,0,229460,57365,8
mid2,result_200_mid2.json,6,57365,0,286825,57365,8
mid2,result_200_mid2.json,7,53601,18670,340426,76035,8
mid2,result_200_mid2.json,8,59981,29340,400407,105375,8
mid2,result_200_mid2.json,9,89321,0,489728,105375,8
mid2,result_200_mid2.json,10,83920,5690,573648,111065,8
mid2,result_200_mid2.json,11,89610,0,663258,111065,8
mid2,result_200_mid2.json,12,89610,0,752868,111065,8
mid2,result_200_mid2.json,13,87466,7604,840334,118669,8
mid2,result_200_mid2.json,14,91700,8750,932034,127419,8
mid2,result_200_mid2.json,15,96569,12401,1028603,139820,8
mid2,result_200_mid2.json,16,108970,0,1137573,139820,8
mid2,result_200_mid2.json,17,107320,1800,1244893,141620,8
mid2,result_200_mid2.json,18,109120,0,1354013,141620,8
mid2,result_200_mid2.json,19,94088,14221,1448101,155841,8
mid2,result_200_mid2.json,20,108375,7600,1556476,163441,8
mid2,result_200_mid2.json,21,115975,0,1672451,163441,8
mid2,result_200_mid2.json,22,82583,3950,1755034,167391,7
mid2,result_200_mid2.json,23,86533,0,1841567,167391,7
mid2,result_200_mid2.json,24,78623,0,1920190,167391,6
mid2,result_200_mid2.json,25,48133,0,1968323,167391,5
mid2,result_200_mid2.json,26,20872,0,1989195,167391,3
mid2,result_200_mid2.json,27,13401,0,2002596,167391,2
mid2,result_200_mid2.json,28,13401,0,2015997,167391,2
tuned,result_200_tuned.json,1,0,75986,0,75986,8
tuned,result_200_tuned.json,2,75986,0,75986,75986,8
tuned,result_200_tuned.json,3,75986,0,151972,75986,8
tuned,result_200_tuned.json,4,75986,0,227958,75986,8
tuned,result_200_tuned.json,5,75986,0,303944,75986,8
tuned,result_200_tuned.json,6,75986,0,379930,75986,8
tuned,result_200_tuned.json,7,74606,11924,454536,87910,8
tuned,result_200_tuned.json,8,76043,12675,530579,100585,7
tuned,result_200_tuned.json,9,88718,0,619297,100585,7
tuned,result_200_tuned.json,10,88718,0,708015,100585,7
tuned,result_200_tuned.json,11,88718,0,796733,100585,7
tuned,result_200_tuned.json,12,88718,0,885451,100585,7
tuned,result_200_tuned.json,13,87138,9400,972589,109985,7
tuned,result_200_tuned.json,14,96538,0,1069127,109985,7
tuned,result_200_tuned.json,15,54419,3800,1123546,113785,5
tuned,result_200_tuned.json,16,58219,0,1181765,113785,5
tuned,result_200_tuned.json,17,58219,0,1239984,113785,5
tuned,result_200_tuned.json,18,58219,0,1298203,113785,5
tuned,result_200_tuned.json,19,48179,7200,1346382,120985,5
tuned,result_200_tuned.json,20,55379,0,1401761,120985,5
tuned,result_200_tuned.json,21,55379,0,1457140,120985,5
tuned,result_200_tuned.json,22,51872,6194,1509012,127179,5
tuned,result_200_tuned.json,23,58066,0,1567078,127179,5
tuned,result_200_tuned.json,24,58066,0,1625144,127179,5
tuned,result_200_tuned.json,25,26418,8100,1651562,135279,4
tuned,result_200_tuned.json,26,34518,0,1686080,135279,4
tuned,result_200_tuned.json,27,34518,0,1720598,135279,4
tuned,result_200_tuned.json,28,33915,0,1754513,135279,4
tuned,result_200_tuned.json,29,25125,1950,1779638,137229,3
tuned,result_200_tuned.json,30,27678,0,1807316,137229,3
tuned,result_200_tuned.json,31,27141,7600,1834457,144829,3
tuned,result_200_tuned.json,32,34564,0,1869021,144829,3
tuned,result_200_tuned.json,33,34741,0,1903762,144829,3
tuned,result_200_tuned.json,34,34564,0,1938326,144829,3
tuned,result_200_tuned.json,35,34741,0,1973067,144829,3
tuned,result_200_tuned.json,36,26654,0,1999721,144829,2
tuned,result_200_tuned.json,37,6414,0,2006135,144829,1
tuned,result_200_tuned.json,38,6591,0,2012726,144829,1
tuned,result_200_tuned.json,39,6414,0,2019140,144829,1
tuned,result_200_tuned.json,40,6591,0,2025731,144829,1
tuned,result_200_tuned.json,41,6414,0,2032145,144829,1
tuned,result_200_tuned.json,42,6414,0,2038559,144829,1
