case,num_nodes,num_domains,seed,wan_mb_s,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,avg_layer_transfer_s,evicted_mb,not_preserved_mb,pulse_ms,scout_ms,keep_ms,scheduler_runtime_ms,scheduling_cycles,pulse_selected_total,keep_virtual_queue,wall_runtime_s
cider_nodes20_domains4_req400_weak,20,4,1,100.0,200,0,13.525638973682716,42.93431872004909,57.447937588288916,4836.0,13976.0,4517.0,9459.0,74.29300446523496,1.0,1.0,50.987534930461734,1.5730455043334992,4807.0,13467.0,770.6213444471359,66.9320821762085,821.4086219668388,1658.9620485901833,45,443,3113.41687235133,1.897656999528408
cider_nodes30_domains5_req600_weak,30,5,1,100.0,300,0,10.845828483252149,33.792415081828004,43.33654751187214,4131.0,18085.0,1685.0,16400.0,81.40529348217501,1.0,1.0,43.30804751187214,1.6968959858052322,6134.0,15437.0,551.8647506833076,111.06346547603607,1980.856642127037,2643.7848582863808,31,449,2831.758574643831,3.053142450749874
cider_nodes40_domains8_req800_weak,40,8,1,100.0,400,0,10.216173871159596,37.85597754894546,45.13504243779236,4103.0,24854.0,11708.0,13146.0,85.83071450771834,1.0,1.0,45.106542437792356,1.6090475651957095,10717.0,15516.0,1121.4924454689026,218.14002841711044,3883.534036576748,5223.166510462761,37,697,2749.803726866226,5.918577045202255
cider_nodes50_domains10_req1000_weak,50,10,1,100.0,500,0,7.479693725427576,30.46718189909284,39.642616703779574,3135.0,29051.0,9578.0,19473.0,90.25974025974025,1.0,1.0,32.33857840399495,1.2607305377471434,14001.0,18486.0,1599.7803583741188,437.3132139444351,7855.754345655441,9892.847917973995,42,852,1946.5764988866129,11.060171790421009
