case,num_nodes,num_domains,seed,wan_mb_s,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,avg_layer_transfer_s,evicted_mb,not_preserved_mb,pulse_ms,scout_ms,keep_ms,scheduler_runtime_ms,scheduling_cycles,pulse_selected_total,keep_virtual_queue,wall_runtime_s
cider_nodes20_domains4_req1000,20,4,1,10.0,312,188,121.80665639566274,408.9960776016941,430.4645888054694,4218.0,19648.0,8777.0,10871.0,82.32632196430067,1.0,0.320335,421.8000000000002,9.172422061520082,8242.0,12166.0,1481.030896306038,113.40873688459396,1095.789223909378,2690.22885710001,88,527,2926.6917335835838,3.0149467661976814
