case,base_requests,target_requests,seed,cache_scale,wan_mb_s,policy,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,total_transfer_mb,evicted_mb,refused_cache_mb,max_lease_mb
drtp_img88_cacheonly_1024mb_200,200,100,7,0.5,10.0,d_lease,98,2,570.1663027244631,1238.7,1238.7,12387.0,2933.0,15320.0,8722.0,6647.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,7,0.5,30.0,c_lru,98,2,203.70364152900908,416.9333333333333,416.9333333333333,12508.0,2812.0,15320.0,8768.0,6647.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,0.5,30.0,d_lease,98,2,189.80207622725675,412.90000000000003,412.90000000000003,12387.0,2933.0,15320.0,8722.0,6647.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,7,0.5,100.0,c_lru,98,2,60.95791851441657,133.29441065495547,133.29441065495547,12484.0,2836.0,15320.0,8739.0,6647.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,0.5,100.0,d_lease,98,2,57.870583655035226,133.80919266133654,133.80919266133654,12637.0,2683.0,15320.0,8442.0,6897.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,10.0,c_lru,97,3,357.09403380973134,561.9959352557316,594.2999999999998,5943.0,8376.0,14319.0,12231.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,10.0,d_lease,97,3,310.8630432431951,499.3456547619047,549.3,5493.0,8826.0,14319.0,12874.0,0.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,30.0,c_lru,97,3,129.56209914199232,217.84783777206718,217.84783777206718,6168.0,8151.0,14319.0,12197.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,30.0,d_lease,97,3,109.40014474654988,188.99284966931216,192.11784966931216,5493.0,8826.0,14319.0,12596.0,239.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,100.0,c_lru,97,3,40.81335106793893,84.20891228021122,84.20891228021122,5495.0,8824.0,14319.0,12232.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,1.0,100.0,d_lease,97,3,39.03062697240367,77.57874745805027,86.76254375602544,5493.0,8826.0,14319.0,12162.0,0.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,10.0,c_lru,98,2,104.67845312164886,352.7567689268576,371.6125000000001,3647.0,4735.0,8382.0,9049.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,10.0,d_lease,98,2,89.03826368642694,315.84158730158754,322.70220238095226,3222.0,5160.0,8382.0,8998.0,0.0,626.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,30.0,c_lru,98,2,35.51590805681364,121.56666666666666,128.47916666666666,3647.0,4735.0,8382.0,9077.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,30.0,d_lease,98,2,30.378886599194367,107.39999999999999,117.63393055555555,3222.0,5160.0,8382.0,8998.0,0.0,626.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,100.0,c_lru,98,2,11.475763393765117,43.88511711464317,50.06845044797651,3647.0,4735.0,8382.0,9048.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,7,2.0,100.0,d_lease,98,2,9.951638960405575,35.80597506867777,46.08436834020111,3328.0,5054.0,8382.0,8953.0,0.0,626.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,10.0,c_lru,95,5,691.731622804491,1411.3000000000004,1411.3000000000004,14113.0,4545.0,18658.0,11952.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,10.0,d_lease,95,5,647.799303130511,1406.1999999999998,1406.1999999999998,14062.0,4596.0,18658.0,10994.0,7657.0,234.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,30.0,c_lru,95,5,233.69923323090455,471.9666666666667,471.9666666666667,14159.0,4499.0,18658.0,11886.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,30.0,d_lease,95,5,212.81942912476737,456.3666666666666,456.3666666666666,13691.0,4967.0,18658.0,11420.0,7286.0,234.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,100.0,c_lru,95,5,72.94032913536516,155.05000273998107,155.05000273998107,14208.0,4450.0,18658.0,11886.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,0.5,100.0,d_lease,95,5,67.08909845898702,150.07269561220394,150.07269561220394,14062.0,4596.0,18658.0,10527.0,8028.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,10.0,c_lru,95,5,450.70970891575,699.1503791106334,709.1800322937332,6908.0,8678.0,15586.0,13799.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,10.0,d_lease,95,5,396.040118723893,644.240962301587,651.2025967261902,6231.0,9355.0,15586.0,13615.0,0.0,506.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,30.0,c_lru,95,5,153.5409346122798,251.31973582110314,262.40723582110314,6897.0,8689.0,15586.0,13799.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,30.0,d_lease,95,5,136.7065123438226,236.92924603174598,248.01674603174598,6231.0,9355.0,15586.0,13615.0,0.0,506.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,100.0,c_lru,95,5,51.81734724787398,103.83343254480802,110.28343254480802,6880.0,8706.0,15586.0,13921.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,1.0,100.0,d_lease,95,5,43.198398003946444,88.86327755463238,88.86327755463238,6231.0,9355.0,15586.0,13808.0,0.0,506.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,10.0,c_lru,95,5,73.45340670484083,246.23774443342154,276.8913853064374,2726.0,2983.0,5709.0,6743.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,10.0,d_lease,95,5,65.66597744360904,251.16936507936512,276.9381746031747,2726.0,2983.0,5709.0,7518.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,30.0,c_lru,95,5,24.812801682785466,80.83319908324516,95.35685689911818,2726.0,2983.0,5709.0,6743.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,30.0,d_lease,95,5,22.03153227652465,87.33498452380955,95.41300039682544,2726.0,2983.0,5709.0,7518.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,100.0,c_lru,95,5,7.811865116501089,26.573069476947722,31.86007244786937,2726.0,2983.0,5709.0,6745.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,8,2.0,100.0,d_lease,95,5,6.750576822380023,26.809947255290993,32.95481249338623,2726.0,2983.0,5709.0,7374.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,10.0,c_lru,93,7,712.4891532527282,1343.0000000000002,1431.7000000000003,14317.0,2667.0,16984.0,8918.0,8202.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,10.0,d_lease,93,7,679.2558606204128,1415.2,1415.2,14152.0,2832.0,16984.0,8196.0,8573.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,30.0,c_lru,93,7,237.8207362723066,447.66666666666663,477.2333333333333,14317.0,2667.0,16984.0,8918.0,8202.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,30.0,d_lease,93,7,226.4216582394608,471.73333333333335,471.73333333333335,14152.0,2832.0,16984.0,8196.0,8573.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,100.0,c_lru,93,7,76.76905288160665,159.08105643738975,173.86438977072308,14317.0,2667.0,16984.0,8916.0,8202.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,0.5,100.0,d_lease,93,7,72.8001412467233,168.14927431896209,168.14927431896209,14152.0,2832.0,16984.0,7988.0,9030.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,10.0,c_lru,94,6,451.2259469720953,653.8531681547621,711.5000000000002,7115.0,7066.0,14181.0,12654.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,10.0,d_lease,94,6,383.20040854018896,581.9125165343917,593.9634854497356,5692.0,8489.0,14181.0,11916.0,394.0,508.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,30.0,c_lru,94,6,157.77037488134232,245.50227705439818,250.88644883983687,6744.0,7437.0,14181.0,12666.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,30.0,d_lease,94,6,131.9153947709108,208.6447883597885,223.42812169312182,5692.0,8489.0,14181.0,11916.0,394.0,508.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,100.0,c_lru,94,6,51.78031838177038,88.94294206900793,103.72627540234127,6721.0,7460.0,14181.0,12666.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,1.0,100.0,d_lease,94,6,43.48780880614653,86.07058730158718,86.21725396825391,5692.0,8489.0,14181.0,11950.0,394.0,508.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,10.0,c_lru,94,6,68.09719529872132,244.51548280423273,272.9124999999999,2587.0,8076.0,10663.0,11118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,10.0,d_lease,94,6,56.19104884329615,220.5574999999999,240.24999999999991,2227.0,8436.0,10663.0,9959.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,30.0,c_lru,94,6,23.9368445691813,86.85228877521871,100.24583333333334,2581.0,8082.0,10663.0,10735.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,30.0,d_lease,94,6,20.102352836879437,78.36226190476191,91.78333333333335,2227.0,8436.0,10663.0,9787.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,100.0,c_lru,94,6,8.414508786340914,33.539097826857144,43.472431160190474,2581.0,8082.0,10663.0,9999.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,9,2.0,100.0,d_lease,94,6,7.631353890722135,29.48950852623457,43.48284228395062,2452.0,8211.0,10663.0,9684.0,0.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,10.0,c_lru,94,6,587.0308631640339,1113.9999999999998,1202.6999999999998,12027.0,3065.0,15092.0,8048.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,10.0,d_lease,94,6,570.7142595107929,1098.7,1187.4,11874.0,3218.0,15092.0,7533.0,7375.0,249.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,30.0,c_lru,94,6,191.6141227362069,364.6333333333333,394.2,11826.0,3266.0,15092.0,7995.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,30.0,d_lease,94,6,190.25215203534836,366.23333333333335,395.8,11874.0,3218.0,15092.0,7533.0,7375.0,249.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,100.0,c_lru,94,6,61.368331671052275,124.82064850057117,135.90814850057117,11906.0,3186.0,15092.0,8019.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,0.5,100.0,d_lease,94,6,53.939541397019255,118.2457799845679,129.3332799845679,11735.0,3357.0,15092.0,7827.0,7199.0,248.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,10.0,c_lru,96,4,322.1735296808727,546.2064307337963,555.5606395313326,5365.0,10861.0,16226.0,16012.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,10.0,d_lease,96,4,268.192738704668,457.8900000000001,457.8900000000001,3958.0,12268.0,16226.0,15439.0,594.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,30.0,c_lru,96,4,116.86013787688351,215.42392581401901,226.51142581401902,5365.0,10861.0,16226.0,16012.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,30.0,d_lease,96,4,101.56588753645421,199.19750000000002,202.89333333333335,4845.0,11381.0,16226.0,15123.0,887.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,100.0,c_lru,96,4,40.23181328926621,90.9674408861967,94.66327421953004,5510.0,10716.0,16226.0,16012.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,1.0,100.0,d_lease,96,4,36.32952749630927,91.83566683412491,95.53150016745825,4873.0,11353.0,16226.0,15123.0,887.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,10.0,c_lru,96,4,26.46268560339506,153.1,173.1,1731.0,4990.0,6721.0,6742.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,10.0,d_lease,96,4,16.352719958043977,92.93305555555554,118.99999999999999,1140.0,5581.0,6721.0,6798.0,0.0,836.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,30.0,c_lru,96,4,7.796797123360339,32.72666666666667,49.026666666666664,1360.0,5361.0,6721.0,6763.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,30.0,d_lease,96,4,6.7682757924623855,30.372222222222224,43.15187847222222,1140.0,5581.0,6721.0,6685.0,0.0,836.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,100.0,c_lru,96,4,4.022689667944616,20.468597155439817,31.211620142363284,1360.0,5361.0,6721.0,6790.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,10,2.0,100.0,d_lease,96,4,3.670985299616698,19.46217945777778,31.623943084325926,1140.0,5581.0,6721.0,6641.0,0.0,836.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,10.0,c_lru,95,5,708.2913240437094,1256.4999999999998,1433.8999999999999,14339.0,3764.0,18103.0,11181.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,10.0,d_lease,95,5,664.8026000417713,1249.7000000000005,1427.1000000000006,14271.0,3832.0,18103.0,11215.0,6981.0,249.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,30.0,c_lru,95,5,236.8255548052893,419.5666666666667,478.70000000000005,14361.0,3742.0,18103.0,11123.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,30.0,d_lease,95,5,221.44776378848837,416.56666666666666,475.7,14271.0,3832.0,18103.0,11282.0,6981.0,249.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,100.0,c_lru,95,5,71.03004031941279,129.7025122525749,155.57334558590824,14143.0,3960.0,18103.0,11177.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,0.5,100.0,d_lease,95,5,67.33071110280407,131.49624608279902,157.36707941613236,14300.0,3803.0,18103.0,11362.0,6981.0,249.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,10.0,c_lru,95,5,521.9543377771982,809.42,809.42,7562.0,8954.0,16516.0,15179.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,10.0,d_lease,95,5,418.25906236143953,629.7531939200683,711.2125000000002,7043.0,9473.0,16516.0,13853.0,1087.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,30.0,c_lru,95,5,178.40446487507558,289.76416666666654,293.45999999999987,7562.0,8954.0,16516.0,15179.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,30.0,d_lease,95,5,160.5634480092477,287.2933333333333,287.2933333333333,7377.0,9139.0,16516.0,14035.0,887.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,100.0,c_lru,95,5,59.45698197573521,117.44987081154741,117.44987081154741,7670.0,8846.0,16516.0,15179.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,1.0,100.0,d_lease,95,5,53.6329187079458,114.73129629629632,114.73129629629632,7377.0,9139.0,16516.0,14035.0,887.0,512.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,10.0,c_lru,94,6,96.3180578155192,370.2164159915492,403.6000000000001,4036.0,4773.0,8809.0,10147.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,10.0,d_lease,94,6,101.93145903345344,322.6501047619048,334.20000000000005,3342.0,5467.0,8809.0,10593.0,0.0,371.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,30.0,c_lru,94,6,33.12987884446675,122.88717946757056,134.53333333333333,4036.0,4773.0,8809.0,10150.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,30.0,d_lease,94,6,34.70914604615291,109.99214489166039,118.68457544721593,3342.0,5467.0,8809.0,10274.0,0.0,371.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,100.0,c_lru,94,6,10.76582026563841,34.754648210060786,39.32913455357598,3798.0,5011.0,8809.0,10119.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,11,2.0,100.0,d_lease,94,6,11.197889630130229,37.70409686193348,44.16540382496361,3342.0,5467.0,8809.0,9511.0,0.0,371.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,10.0,c_lru,98,2,693.7865804016843,1292.2000000000005,1380.9000000000005,13809.0,2819.0,16628.0,9628.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,10.0,d_lease,98,2,636.986618177033,1248.8,1337.5,13375.0,3253.0,16628.0,9128.0,7511.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,30.0,c_lru,98,2,231.5965619678409,430.73333333333323,460.2999999999999,13809.0,2819.0,16628.0,9628.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,30.0,d_lease,98,2,213.70716667510243,418.3,447.8666666666667,13436.0,3192.0,16628.0,9391.0,7511.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,100.0,c_lru,98,2,71.76675109049931,139.008695299303,153.79202863263635,13809.0,2819.0,16628.0,9628.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,0.5,100.0,d_lease,98,2,66.14825694426374,134.562584328086,149.34591766141932,13436.0,3192.0,16628.0,9557.0,7286.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,10.0,c_lru,98,2,433.22938182040303,683.0678246825397,684.9881168783069,6310.0,10874.0,17184.0,16147.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,10.0,d_lease,98,2,377.272833281827,574.3806324656084,574.3806324656084,5427.0,11757.0,17184.0,15720.0,418.0,504.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,30.0,c_lru,98,2,153.66098849048677,259.16,259.16,6533.0,10651.0,17184.0,16147.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,30.0,d_lease,98,2,130.7365638656693,226.63919752321428,226.63919752321428,5427.0,11757.0,17184.0,15414.0,371.0,504.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,100.0,c_lru,98,2,54.828438488524725,112.43225574747267,112.43225574747267,6765.0,10419.0,17184.0,16133.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,1.0,100.0,d_lease,98,2,45.06536453454949,91.24462017261213,91.24462017261213,5798.0,11386.0,17184.0,15495.0,371.0,504.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,10.0,c_lru,98,2,46.27989163465841,229.16741756424793,242.78575703892665,2383.0,3698.0,6081.0,5661.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,10.0,d_lease,98,2,39.528266115970204,196.7875,211.08404761904765,1949.0,4132.0,6081.0,5563.0,0.0,634.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,30.0,c_lru,98,2,15.90738160098223,77.83351651077096,91.63180094954647,2383.0,3698.0,6081.0,5661.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,30.0,d_lease,98,2,13.678218739876902,66.85416666666666,81.70045965608466,1949.0,4132.0,6081.0,5563.0,0.0,634.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,100.0,c_lru,98,2,5.462543911764411,27.00221866525272,40.84644718780007,2583.0,3498.0,6081.0,5748.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,12,2.0,100.0,d_lease,98,2,4.624447521865889,21.405674603174607,35.4602380952381,2077.0,4004.0,6081.0,5736.0,0.0,634.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,10.0,c_lru,96,4,732.357447503307,1295.3000000000004,1384.0000000000005,13840.0,3890.0,17730.0,11693.0,6428.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,10.0,d_lease,96,4,676.2956514952142,1282.8999999999999,1371.6,13716.0,4014.0,17730.0,11132.0,6799.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,30.0,c_lru,96,4,227.3583225460986,410.66666666666663,440.2333333333333,13207.0,4523.0,17730.0,11500.0,6428.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,30.0,d_lease,96,4,221.15197928378527,444.06666666666666,444.06666666666666,13322.0,4408.0,17730.0,10207.0,7418.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,100.0,c_lru,96,4,71.01182304299856,136.69089502994862,147.77839502994863,13207.0,4523.0,17730.0,11500.0,6428.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,0.5,100.0,d_lease,96,4,68.13328486417727,147.1647420242642,147.1647420242642,13322.0,4408.0,17730.0,10207.0,7418.0,256.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,10.0,c_lru,97,3,457.5439975830467,734.2800000000001,734.2800000000001,6988.0,9050.0,16038.0,14562.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,10.0,d_lease,97,3,402.1646432662413,643.1408862433861,643.2510052910052,6304.0,9734.0,16038.0,14180.0,553.0,511.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,30.0,c_lru,97,3,157.36690078186868,270.6308333333334,270.6308333333334,6988.0,9050.0,16038.0,14562.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,30.0,d_lease,97,3,138.932343941799,235.09511798941801,235.97567949735452,6304.0,9734.0,16038.0,14180.0,553.0,511.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,100.0,c_lru,97,3,52.93197787858022,106.58835503009296,110.2841883634263,8246.0,7792.0,16038.0,13559.0,887.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,1.0,100.0,d_lease,97,3,44.3656794072202,87.69888495546047,88.47524269200561,6543.0,9495.0,16038.0,14110.0,553.0,511.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,10.0,c_lru,97,3,152.16474981491717,379.1600000000002,379.1600000000002,3681.0,7444.0,11125.0,9421.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,10.0,d_lease,97,3,118.26405365171411,326.5658333333335,335.5452500000001,3230.0,7895.0,11125.0,9479.0,0.0,560.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,30.0,c_lru,97,3,52.895435830747054,133.75999999999996,136.2002206583774,3681.0,7444.0,11125.0,9098.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,30.0,d_lease,97,3,41.510428832374856,111.76583333333333,120.45191666666668,3230.0,7895.0,11125.0,9185.0,0.0,560.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,100.0,c_lru,97,3,19.089192484551685,47.571595877909466,50.88605294777664,3657.0,7468.0,11125.0,8991.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,13,2.0,100.0,d_lease,97,3,14.954442299842432,47.82706838699181,51.57706838699181,3230.0,7895.0,11125.0,8960.0,0.0,560.0
drtp_img88_cacheonly_1024mb_200,200,100,14,0.5,10.0,c_lru,95,5,634.7683409888423,1153.1,1241.8,12418.0,3956.0,16374.0,10731.0,5541.0,0.0
