case,base_requests,target_requests,seed,cache_scale,wan_mb_s,baseline,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,total_transfer_mb,p2p_offload_pct,evicted_mb,refused_cache_mb,runtime_ms
drtp_img88_cacheonly_1024mb_1000,1000,500,2,2.0,100.0,peersync_style,158,342,6.14085356389391,28.712976190476173,46.72678571428568,2371.0,5194.0,7565.0,68.65829477858559,6459.0,0.0,151.03884786367416
drtp_img88_cacheonly_1024mb_1000,1000,500,2,2.0,100.0,metapipe_reactive_style,158,342,5.318350391338155,28.478790233968247,49.92871131174602,2893.0,4672.0,7565.0,61.758096497025775,6353.0,0.0,106.36530816555023
drtp_img88_cacheonly_1024mb_1000,1000,500,2,2.0,100.0,ilrsa_style,158,342,16.50805907172996,68.64666666666666,82.42999999999999,7565.0,0.0,7565.0,0.0,8036.0,0.0,130.62947988510132
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,10.0,registry,157,343,848.2484076433125,1488.0000000000007,1560.2000000000005,15602.0,0.0,15602.0,0.0,9376.0,6094.0,101.63464397192001
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,10.0,dragonfly_style,157,343,671.7230278156918,1333.8000000000009,1333.8000000000009,13338.0,2264.0,15602.0,14.510960133316242,9341.0,6094.0,113.22251707315445
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,10.0,peersync_style,157,343,645.8559046102527,1293.2000000000012,1293.2000000000012,12932.0,2670.0,15602.0,17.113190616587616,9360.0,6094.0,170.70966958999634
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,10.0,metapipe_reactive_style,157,343,585.5019271001845,1329.8000000000006,1329.8000000000006,13298.0,2304.0,15602.0,14.767337520830663,9629.0,6094.0,157.91767090559006
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,10.0,ilrsa_style,157,343,1029.5101910828016,1537.7999999999988,1560.199999999997,15602.0,0.0,15602.0,0.0,9493.0,6094.0,246.26122415065765
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,30.0,registry,157,343,282.749469214438,496.0000000000012,520.0666666666675,15602.0,0.0,15602.0,0.0,9376.0,6094.0,99.63364899158478
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,30.0,dragonfly_style,157,343,223.8788793473861,444.59999999999957,444.59999999999957,13338.0,2264.0,15602.0,14.510960133316242,9341.0,6094.0,112.5536561012268
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,30.0,peersync_style,157,343,215.5378736561857,431.0666666666667,431.0666666666667,12932.0,2670.0,15602.0,17.113190616587616,9360.0,6094.0,172.18421399593353
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,30.0,metapipe_reactive_style,157,343,194.94558438819942,443.2666666666667,443.2666666666667,13298.0,2304.0,15602.0,14.767337520830663,9629.0,6094.0,159.98193621635437
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,30.0,ilrsa_style,157,343,343.17006369426775,512.6000000000004,520.0666666666667,15602.0,0.0,15602.0,0.0,9493.0,6094.0,245.2111840248108
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,100.0,registry,157,343,84.83392781316327,148.79999999999944,157.44666666666632,15602.0,0.0,15602.0,0.0,9376.0,6094.0,100.78275203704834
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,100.0,dragonfly_style,157,343,68.04163103873888,145.88157407407405,145.88157407407405,13338.0,2264.0,15602.0,14.510960133316242,9341.0,6094.0,114.26446586847305
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,100.0,peersync_style,157,343,66.06182215945475,143.4755736441799,143.4755736441799,12932.0,2670.0,15602.0,17.113190616587616,9428.0,6094.0,172.2772791981697
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,100.0,metapipe_reactive_style,157,343,59.0764943801471,144.2722433913384,144.2722433913384,13317.0,2285.0,15602.0,14.645558261761312,9129.0,6465.0,164.47922587394714
drtp_img88_cacheonly_1024mb_1000,1000,500,3,0.5,100.0,ilrsa_style,157,343,102.98150743099791,153.78000000000026,157.44666666666726,15602.0,0.0,15602.0,0.0,9493.0,6094.0,245.01262605190277
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,10.0,registry,158,342,655.7455696202546,1465.200000000003,1606.200000000005,16062.0,0.0,16062.0,0.0,15943.0,0.0,112.74614930152893
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,10.0,dragonfly_style,158,342,346.83424326903764,841.2676388888892,890.5343055555575,8834.0,7228.0,16062.0,45.00062258747354,15157.0,0.0,120.48263102769852
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,10.0,peersync_style,158,342,320.73104116435627,721.4400000000005,739.2125000000009,7386.0,8676.0,16062.0,54.015689204333206,15458.0,0.0,203.897126019001
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,10.0,metapipe_reactive_style,158,342,370.8602043183365,813.6706839726633,852.6166666666668,8434.0,7628.0,16062.0,47.49097248163367,14041.0,139.0,181.68416619300842
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,10.0,ilrsa_style,158,342,994.9398734177213,1603.0999999999992,1606.1999999999966,16062.0,0.0,16062.0,0.0,14602.0,0.0,277.5534987449646
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,30.0,registry,158,342,218.58185654008443,488.40000000000043,535.4000000000002,16062.0,0.0,16062.0,0.0,15943.0,0.0,111.11730337142944
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,30.0,dragonfly_style,158,342,117.88273570926246,292.3973611111102,304.5833333333323,8861.0,7201.0,16062.0,44.83252396961773,15229.0,151.0,121.69759720563889
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,30.0,peersync_style,158,342,110.96946277878236,275.86666666666673,286.9541666666667,8276.0,7786.0,16062.0,48.47466068982692,14086.0,887.0,204.9744725227356
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,30.0,metapipe_reactive_style,158,342,126.04179131869287,294.41175890652556,294.41175890652556,8195.0,7867.0,16062.0,48.97895654339435,14180.0,139.0,185.082845389843
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,30.0,ilrsa_style,158,342,331.6466244725744,534.3666666666686,535.4000000000011,16062.0,0.0,16062.0,0.0,14602.0,0.0,277.9206708073616
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,100.0,registry,158,342,65.58421940928247,146.5199999999995,162.14666666666605,16062.0,0.0,16062.0,0.0,15943.0,0.0,111.41116172075272
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,100.0,dragonfly_style,158,342,37.96352523748135,102.79617268518531,102.79617268518531,9066.0,6996.0,16062.0,43.55621964886066,14618.0,352.0,124.69764798879623
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,100.0,peersync_style,158,342,35.75107836401612,89.21648710317449,100.30398710317449,8477.0,7585.0,16062.0,47.22325986801145,14202.0,1088.0,207.4633315205574
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,100.0,metapipe_reactive_style,158,342,40.17581116502646,103.91871107848323,115.00621107848323,8199.0,7863.0,16062.0,48.95405304445275,14273.0,139.0,190.43845683336258
drtp_img88_cacheonly_1024mb_1000,1000,500,3,1.0,100.0,ilrsa_style,158,342,99.590400843882,161.63000000000056,162.1466666666676,16062.0,0.0,16062.0,0.0,14602.0,0.0,277.64125168323517
drtp_img88_cacheonly_1024mb_1000,1000,500,3,2.0,10.0,registry,156,344,63.3365384615384,385.29999999999984,531.7999999999998,5318.0,0.0,5318.0,0.0,5471.0,0.0,58.458976447582245
drtp_img88_cacheonly_1024mb_1000,1000,500,3,2.0,10.0,dragonfly_style,156,344,27.952483974358973,173.30749999999992,194.67499999999993,1940.0,3378.0,5318.0,63.520120345994734,5684.0,0.0,64.57433104515076
drtp_img88_cacheonly_1024mb_1000,1000,500,3,2.0,10.0,peersync_style,156,344,27.388290598290602,170.58333333333343,178.45500000000004,1763.0,3555.0,5318.0,66.84843926288079,5683.0,0.0,108.57466608285904
drtp_img88_cacheonly_1024mb_1000,1000,500,3,2.0,10.0,metapipe_reactive_style,156,344,23.89733084045584,178.01874999999998,193.5,1935.0,3383.0,5318.0,63.614140654381345,5590.0,0.0,78.67840677499771
drtp_img88_cacheonly_1024mb_1000,1000,500,3,2.0,10.0,ilrsa_style,156,344,87.90641025641024,413.09999999999974,531.8000000000001,5318.0,0.0,5318.0,0.0,5803.0,0.0,94.3218469619751
