case,num_nodes,num_domains,seed,wan_mb_s,baseline,warmup_requests,target_requests,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,evicted_mb,refused_cache_mb,algorithm_runtime_ms
cider_nodes30_domains5_req1000,30,5,1,100.0,metapipe_reactive_style,500,500,389,111,9.22224681618271,35.70235070121238,39.03753269442124,3045.0,24667.0,12704.0,11963.0,89.01198036951502,1.0,1.0,33.00504761585408,19331.0,1914.0,1889.2505764961243
cider_nodes30_domains5_req1000,30,5,1,100.0,ilrsa_style,500,500,389,111,102.30435694178107,275.3558069866568,277.63087140028824,27712.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,277.21156556726635,25376.0,0.0,1023.2294052839279
cider_nodes30_domains5_req1000,30,5,2,10.0,registry,500,500,386,114,706.5315104946426,2810.25428281368,3158.356999999998,31583.0,0.0,0.0,0.0,0.0,1.0,0.008333333333333333,3158.2999999999984,27578.0,0.0,836.8584737181664
cider_nodes30_domains5_req1000,30,5,2,10.0,dragonfly_style,500,500,386,114,37.70764068773493,177.23981968709887,214.38817014991113,2096.0,29487.0,14126.0,15361.0,93.3635183484786,1.0,0.5142868897986053,209.6000000000006,27991.0,2721.0,1279.377058148384
cider_nodes30_domains5_req1000,30,5,2,10.0,peersync_style,500,500,386,114,36.934445678608895,175.76165907716725,196.05676973832618,1896.0,29687.0,15054.0,14633.0,93.99677041446348,1.0,0.6607090995380368,189.60000000000053,27738.0,1834.0,3124.4252771139145
cider_nodes30_domains5_req1000,30,5,2,10.0,metapipe_reactive_style,500,500,386,114,42.6044324069606,196.61532624394053,221.73047523117756,2137.0,29446.0,16916.0,12530.0,93.23370167495172,1.0,0.5135552919305058,213.7000000000001,30219.0,0.0,1327.8004303574562
cider_nodes30_domains5_req1000,30,5,2,10.0,ilrsa_style,500,500,386,114,1080.8124907925405,3057.604898411767,3159.3829999999903,31583.0,0.0,0.0,0.0,0.0,1.0,0.008333333333333333,3158.2999999999947,36936.0,0.0,760.7515156269073
cider_nodes30_domains5_req1000,30,5,2,30.0,registry,500,500,386,114,235.49907025284585,936.6542828136782,1052.8236666666642,31583.0,0.0,0.0,0.0,0.0,1.0,0.025,1052.7666666666644,27578.0,0.0,825.4099413752556
cider_nodes30_domains5_req1000,30,5,2,30.0,dragonfly_style,500,500,386,114,16.906654879981645,60.46197130069154,76.53720241309709,1836.0,29747.0,9432.0,20315.0,94.18674603425893,1.0,0.9999999999999999,61.19999999999997,26955.0,3645.0,1361.2140864133835
cider_nodes30_domains5_req1000,30,5,2,30.0,peersync_style,500,500,386,114,15.858398687563824,58.38817437067181,74.14234934617818,1669.0,29914.0,12012.0,17902.0,94.7155115093563,1.0,0.9659949622166247,55.63333333333334,26868.0,3092.0,3133.4857121109962
cider_nodes30_domains5_req1000,30,5,2,30.0,metapipe_reactive_style,500,500,386,114,17.77438577864603,68.32112128518206,75.58054247421896,1623.0,29960.0,9133.0,20827.0,94.86115948453282,1.0,0.9999999999999999,54.099999999999966,27270.0,2758.0,1453.1754851341248
cider_nodes30_domains5_req1000,30,5,2,30.0,ilrsa_style,500,500,386,114,360.32935686303927,1019.473100474064,1053.8244333333266,31583.0,0.0,0.0,0.0,0.0,1.0,0.025,1052.766666666663,36936.0,0.0,762.2174993157387
