image_a,image_b,shared_layers,shared_size_mb
haproxy:2.9,eclipse-mosquitto:2,0,0
haproxy:2.9,nats:2.10,0,0
haproxy:2.9,registry:2,0,0
haproxy:2.9,wordpress:6.4,0,0
haproxy:2.9,ghost:5-alpine,1,0.0
haproxy:2.9,node:20,0,0
haproxy:2.9,node:20-alpine,0,0
haproxy:2.9,node:18-alpine,0,0
haproxy:2.9,flink:1.18,0,0
haproxy:2.9,eclipse-temurin:17,0,0
haproxy:2.9,eclipse-temurin:17-jdk-jammy,0,0
haproxy:2.9,eclipse-temurin:21,0,0
haproxy:2.9,php:8.2-apache,1,0.0
haproxy:2.9,php:8.2-fpm,1,0.0
haproxy:2.9,ruby:3.2,0,0
haproxy:2.9,perl:5.38,1,0.0
haproxy:2.9,rust:1.76,0,0
haproxy:2.9,rust:1.76-slim,0,0
haproxy:2.9,prom/prometheus:v2.52.0,0,0
haproxy:2.9,logstash:8.13.0,1,0.0
haproxy:2.9,telegraf:1.30,0,0
traefik:v3.0,varnish:7,0,0
traefik:v3.0,mysql:8.0,0,0
traefik:v3.0,mariadb:11,0,0
traefik:v3.0,redis:7,0,0
traefik:v3.0,redis:7-alpine,0,0
traefik:v3.0,postgres:16,0,0
traefik:v3.0,postgres:15,0,0
traefik:v3.0,mongo:7,0,0
traefik:v3.0,cassandra:4.1,0,0
traefik:v3.0,rabbitmq:3-management,0,0
traefik:v3.0,zookeeper:3.9,0,0
traefik:v3.0,eclipse-mosquitto:2,0,0
traefik:v3.0,nats:2.10,0,0
traefik:v3.0,registry:2,0,0
traefik:v3.0,wordpress:6.4,0,0
traefik:v3.0,ghost:5-alpine,0,0
traefik:v3.0,node:20,0,0
traefik:v3.0,node:20-alpine,0,0
traefik:v3.0,node:18-alpine,0,0
traefik:v3.0,flink:1.18,0,0
traefik:v3.0,eclipse-temurin:17,0,0
traefik:v3.0,eclipse-temurin:17-jdk-jammy,0,0
traefik:v3.0,eclipse-temurin:21,0,0
traefik:v3.0,php:8.2-apache,0,0
traefik:v3.0,php:8.2-fpm,0,0
traefik:v3.0,ruby:3.2,0,0
traefik:v3.0,perl:5.38,0,0
traefik:v3.0,rust:1.76,0,0
traefik:v3.0,rust:1.76-slim,0,0
traefik:v3.0,prom/prometheus:v2.52.0,0,0
traefik:v3.0,logstash:8.13.0,0,0
traefik:v3.0,telegraf:1.30,0,0
varnish:7,mysql:8.0,0,0
varnish:7,mariadb:11,0,0
varnish:7,redis:7,1,0.0
varnish:7,redis:7-alpine,1,0.0
varnish:7,postgres:16,0,0
varnish:7,postgres:15,0,0
varnish:7,mongo:7,0,0
varnish:7,cassandra:4.1,0,0
varnish:7,rabbitmq:3-management,0,0
varnish:7,zookeeper:3.9,1,0.0
varnish:7,eclipse-mosquitto:2,0,0
varnish:7,nats:2.10,0,0
varnish:7,registry:2,0,0
varnish:7,wordpress:6.4,0,0
varnish:7,ghost:5-alpine,1,0.0
varnish:7,node:20,0,0
varnish:7,node:20-alpine,0,0
varnish:7,node:18-alpine,0,0
varnish:7,flink:1.18,0,0
varnish:7,eclipse-temurin:17,0,0
varnish:7,eclipse-temurin:17-jdk-jammy,0,0
varnish:7,eclipse-temurin:21,0,0
varnish:7,php:8.2-apache,1,0.0
varnish:7,php:8.2-fpm,1,0.0
varnish:7,ruby:3.2,0,0
varnish:7,perl:5.38,1,0.0
varnish:7,rust:1.76,0,0
varnish:7,rust:1.76-slim,0,0
varnish:7,prom/prometheus:v2.52.0,0,0
varnish:7,logstash:8.13.0,1,0.0
varnish:7,telegraf:1.30,0,0
mysql:8.0,mariadb:11,0,0
mysql:8.0,redis:7,0,0
mysql:8.0,redis:7-alpine,0,0
mysql:8.0,postgres:16,0,0
mysql:8.0,postgres:15,0,0
mysql:8.0,mongo:7,0,0
mysql:8.0,cassandra:4.1,0,0
mysql:8.0,rabbitmq:3-management,0,0
mysql:8.0,zookeeper:3.9,0,0
mysql:8.0,eclipse-mosquitto:2,0,0
mysql:8.0,nats:2.10,0,0
mysql:8.0,registry:2,0,0
mysql:8.0,wordpress:6.4,0,0
mysql:8.0,ghost:5-alpine,0,0
mysql:8.0,node:20,0,0
mysql:8.0,node:20-alpine,0,0
mysql:8.0,node:18-alpine,0,0
mysql:8.0,flink:1.18,0,0
mysql:8.0,eclipse-temurin:17,0,0
mysql:8.0,eclipse-temurin:17-jdk-jammy,0,0
mysql:8.0,eclipse-temurin:21,0,0
mysql:8.0,php:8.2-apache,0,0
mysql:8.0,php:8.2-fpm,0,0
mysql:8.0,ruby:3.2,0,0
mysql:8.0,perl:5.38,0,0
mysql:8.0,rust:1.76,0,0
mysql:8.0,rust:1.76-slim,0,0
mysql:8.0,prom/prometheus:v2.52.0,0,0
mysql:8.0,logstash:8.13.0,0,0
mysql:8.0,telegraf:1.30,0,0
mariadb:11,redis:7,0,0
mariadb:11,redis:7-alpine,0,0
mariadb:11,postgres:16,0,0
mariadb:11,postgres:15,0,0
mariadb:11,mongo:7,0,0
mariadb:11,cassandra:4.1,0,0
mariadb:11,rabbitmq:3-management,0,0
mariadb:11,zookeeper:3.9,0,0
mariadb:11,eclipse-mosquitto:2,0,0
mariadb:11,nats:2.10,0,0
mariadb:11,registry:2,0,0
mariadb:11,wordpress:6.4,0,0
mariadb:11,ghost:5-alpine,0,0
mariadb:11,node:20,0,0
mariadb:11,node:20-alpine,0,0
mariadb:11,node:18-alpine,0,0
mariadb:11,flink:1.18,0,0
mariadb:11,eclipse-temurin:17,1,28.3556
mariadb:11,eclipse-temurin:17-jdk-jammy,0,0
mariadb:11,eclipse-temurin:21,1,28.3556
mariadb:11,php:8.2-apache,0,0
mariadb:11,php:8.2-fpm,0,0
mariadb:11,ruby:3.2,0,0
mariadb:11,perl:5.38,0,0
mariadb:11,rust:1.76,0,0
mariadb:11,rust:1.76-slim,0,0
mariadb:11,prom/prometheus:v2.52.0,0,0
mariadb:11,logstash:8.13.0,0,0
mariadb:11,telegraf:1.30,0,0
redis:7,redis:7-alpine,1,0.0
redis:7,postgres:16,0,0
redis:7,postgres:15,0,0
redis:7,mongo:7,0,0
redis:7,cassandra:4.1,1,26.9282
redis:7,rabbitmq:3-management,0,0
redis:7,zookeeper:3.9,1,0.0
redis:7,eclipse-mosquitto:2,0,0
redis:7,nats:2.10,0,0
redis:7,registry:2,0,0
redis:7,wordpress:6.4,0,0
redis:7,ghost:5-alpine,1,0.0
redis:7,node:20,0,0
redis:7,node:20-alpine,0,0
redis:7,node:18-alpine,0,0
redis:7,flink:1.18,0,0
redis:7,eclipse-temurin:17,0,0
redis:7,eclipse-temurin:17-jdk-jammy,0,0
redis:7,eclipse-temurin:21,0,0
redis:7,php:8.2-apache,1,0.0
redis:7,php:8.2-fpm,1,0.0
redis:7,ruby:3.2,0,0
redis:7,perl:5.38,1,0.0
redis:7,rust:1.76,0,0
redis:7,rust:1.76-slim,0,0
redis:7,prom/prometheus:v2.52.0,0,0
redis:7,logstash:8.13.0,1,0.0
redis:7,telegraf:1.30,0,0
redis:7-alpine,postgres:16,0,0
redis:7-alpine,postgres:15,0,0
redis:7-alpine,mongo:7,0,0
redis:7-alpine,cassandra:4.1,0,0
redis:7-alpine,rabbitmq:3-management,0,0
redis:7-alpine,zookeeper:3.9,1,0.0
redis:7-alpine,eclipse-mosquitto:2,0,0
redis:7-alpine,nats:2.10,0,0
redis:7-alpine,registry:2,0,0
redis:7-alpine,wordpress:6.4,0,0
