case,base_requests,target_requests,cache_scale,wan_mb_s,policy,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,evicted_mb_mean,evicted_mb_ci95,refused_cache_mb_mean,refused_cache_mb_ci95
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,10.0,c_lru,20,604.0410192157432,12.04886447275889,1127.44,50.05085700627996,1256.055,42.75405134647184,12560.55,427.54051346471846,3876.4,368.6015545816705,11016.8,447.20485290250895,5707.45,443.7739973289882
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,10.0,d_lease,20,540.2649657233995,9.464408384189028,1117.7565693452382,49.18257526590886,1250.4322000000002,46.6038968944347,12504.3,466.0398406474939,3932.65,389.41424882300015,10404.6,363.64348686750293,6130.75,465.84707600035824
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,30.0,c_lru,20,201.6909479276422,3.810873864103584,373.56231660246914,16.87355965822088,419.39064993580246,14.332379795742238,12581.7,429.96627612085615,3855.25,369.321848868478,10984.6,464.534424443876,5726.0,457.53298983093754
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,30.0,d_lease,20,180.29037977880267,3.196547172976769,373.95730757738096,16.667366747641257,417.9036026666667,16.133307737343312,12537.0,483.9937245875741,3899.95,380.6978223506923,10347.65,344.20502972274255,6161.9,482.8565515799594
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,100.0,c_lru,20,61.26381188422146,1.2633117276424766,119.65172870674432,7.146661303546085,139.8599108172254,5.831202009905395,12518.1,444.867161013198,3918.85,395.16687982057505,10884.65,448.32187733091166,5792.0,465.66706397122283
drtp_img88_cacheonly_1024mb_1000,1000,500,0.5,100.0,d_lease,20,55.02192529050086,0.9763018574866145,120.87524113954638,7.054097969005379,140.53193348508208,6.057328146115176,12647.55,467.7499616392753,3789.4,356.5291356717576,10302.55,312.02775251484377,6267.6,456.7710921138358
drtp_img88_cacheonly_1024mb_1000,1000,500,1.0,10.0,c_lru,20,403.23527496665815,22.8652845764373,696.1680199853394,21.742328824939435,706.407285881821,21.496719014144592,6916.75,205.62917720192686,8082.85,497.9037787055715,13580.0,600.7761648228241,58.2,60.370701316441135
drtp_img88_cacheonly_1024mb_1000,1000,500,1.0,10.0,d_lease,20,354.79151448018865,28.431369495662043,653.7945220924076,29.37865614279537,667.0945629335752,26.197474428546144,6459.95,269.98468060786894,8539.65,558.3625970588395,13387.75,729.3381015710567,513.45,298.81292742334074
drtp_img88_cacheonly_1024mb_1000,1000,500,1.0,30.0,c_lru,20,136.73581153251837,7.852973855380018,246.93731014515228,7.841893448455624,253.61737032244486,8.08323195887598,6904.95,202.30760847414456,8094.65,504.6091954494272,13613.8,624.3711190394464,82.85,100.61469715034245
drtp_img88_cacheonly_1024mb_1000,1000,500,1.0,30.0,d_lease,20,120.48276038992448,9.68112146294122,230.88854710313615,10.76492561726579,242.6571577292236,9.471405470715295,6475.9,271.9091496075007,8523.7,550.5256163642921,13471.9,678.7486191671758,442.95,297.2479452827685
