case,num_nodes,num_domains,seed,wan_mb_s,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,avg_layer_transfer_s,evicted_mb,not_preserved_mb,pulse_ms,scout_ms,keep_ms,scheduler_runtime_ms,scheduling_cycles,pulse_selected_total,keep_virtual_queue,wall_runtime_s
cider_nodes20_domains4_req1000,20,4,1,10.0,312,188,201.7072280992736,568.4257110680767,591.8774766775718,5835.0,17446.0,7185.0,10261.0,74.93664361496499,1.0,0.17908333333333334,583.5000000000005,15.143476390357243,7626.0,10585.0,429.6516105532646,89.2605260014534,600.2732291817665,1119.1853657364845,487,520,0.0,1.8245296776294708
cider_nodes30_domains5_req1000,30,5,1,10.0,389,111,74.59367809853147,414.94209292468724,428.0996634221308,4203.0,23509.0,14020.0,9489.0,84.83328521939954,1.0,0.17700000000000002,420.29999999999995,10.081823389986702,8879.0,12188.0,950.9247317910194,126.82484835386276,829.4857665896416,1907.2353467345238,541,610,0.0,2.9890760630369186
cider_nodes40_domains8_req1000,40,8,1,10.0,464,36,52.04083121039961,294.1963156395242,336.4285000000003,3364.0,25449.0,10609.0,14840.0,88.32471453857633,1.0,0.197595,336.4000000000003,7.314060118478339,10525.0,5581.0,1803.4057840704918,182.1126788854599,1341.2521928548813,3326.770655810833,633,734,0.0,5.283914290368557
cider_nodes50_domains10_req1000,50,10,1,10.0,500,0,63.5556821079593,388.77841421789617,503.92850000000055,5039.0,28109.0,10907.0,17202.0,84.7984795462773,1.0,0.012845380159025806,503.90000000000055,9.298312209542901,14286.0,8353.0,2692.9993703961372,290.56933522224426,2254.861280322075,5238.429985940456,787,876,0.0,8.43564996868372
