case,base_requests,target_requests,cache_scale,wan_mb_s,policy,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,evicted_mb_mean,evicted_mb_ci95,refused_cache_mb_mean,refused_cache_mb_ci95
drtp_img88_cacheonly_1024mb_200,200,100,0.5,10.0,p2p_sjf,5,819.2977656903009,38.19022867615275,1413.2423889567624,121.63849298330389,1456.02,88.85292163627693,14560.2,888.529216362771,2637.6,843.6421570098071,10594.6,1200.6235622606112,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,c_lru,5,222.02475278300813,17.633540369755043,423.78,58.78332199157778,441.52,45.806949755523625,13245.6,1374.208492665709,3952.2,693.1552487556015,10545.8,1126.8773235708666,6941.2,825.6322432835577
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,cloud_fifo,5,323.54090295319594,16.603556650608553,551.68,58.445855332152185,573.26,53.9223055917622,17197.8,1617.669167752863,0.0,0.0,10436.6,1177.7736086576908,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,cloud_sjf,5,338.69244490937615,24.588905348526566,549.7533333333333,61.65690909921308,573.26,53.92230559176209,17197.8,1617.669167752863,0.0,0.0,10609.6,1189.2183120619022,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,d_lease,5,211.32433346805212,18.99272678437874,422.03991666666667,73.75421961841691,439.7799166666667,45.55044260935506,13193.2,1367.020448192579,4004.6,1135.6953579925207,10345.4,755.7863800006983,7213.4,929.064453811984
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,l_lease,5,212.98457205967676,17.05389906095105,431.0999166666667,52.21793556098693,442.9265833333333,39.682717148576025,13287.6,1190.9679304052481,3910.2,1150.7155883997748,10285.6,735.5140740522643,7292.2,1045.2067266698198
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,l_lru,5,222.39743899722836,20.938426022513827,451.03325,63.418618357912,462.85991666666666,47.810891176817066,13885.6,1434.8498185505546,3312.2,801.3578783224383,10805.6,1220.0918234228766,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,30.0,p2p_sjf,5,272.94502488609004,12.37501279505264,471.1357334315701,40.37445689991997,484.8666666666667,28.603832995426046,14546.0,858.1149898627805,2651.8,839.3975874450913,10508.6,1017.3218528364364,6972.2,993.7763624014408
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,c_lru,5,69.38538884599608,6.012356290669067,143.49633039727038,23.447142226375725,150.88799706393704,18.9770333887112,13206.6,1472.7941312243743,3991.2,818.8651368741009,10423.0,1317.280008781732,7020.0,918.1579608376763
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,cloud_fifo,5,97.10457390271783,4.939880675894606,165.50399999999976,17.53375659964568,174.45499999999984,13.621436585706347,17197.8,1617.669167752863,0.0,0.0,10436.6,1177.7736086576908,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,cloud_sjf,5,101.65212312921736,7.331106724939916,164.926,18.497072729763897,174.45499999999998,13.621436585706252,17197.8,1617.669167752863,0.0,0.0,10609.6,1189.2183120619022,6893.4,955.5851698686832
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,d_lease,5,65.7212867511623,5.971977843067325,143.45397038617392,30.72363527236323,150.8456370528406,17.894801420195527,13258.8,1351.6949187519497,3939.0,1039.1688203575009,10275.6,812.0203814915977,7213.4,929.064453811984
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,l_lease,5,65.96306944507367,5.806748228742388,144.21282392525862,29.146818244897016,151.60449059192527,16.300021410231004,13353.2,1165.6101043394567,3844.6,1046.9586013329083,10250.6,766.9553980685969,7292.2,1045.2067266698198
