label,file,round,step_reuse_mb_global,step_downloaded_mb_global,cumulative_reuse_mb_global,cumulative_downloaded_mb_global,active_nodes
baseline,result_1000.json,72,56907,0,4845675,101157,5
baseline,result_1000.json,73,56907,0,4902582,101157,5
baseline,result_1000.json,74,56907,0,4959489,101157,5
baseline,result_1000.json,75,56907,0,5016396,101157,5
baseline,result_1000.json,76,56907,0,5073303,101157,5
baseline,result_1000.json,77,56907,0,5130210,101157,5
baseline,result_1000.json,78,56907,0,5187117,101157,5
baseline,result_1000.json,79,56907,0,5244024,101157,5
baseline,result_1000.json,80,56907,0,5300931,101157,5
baseline,result_1000.json,81,56907,0,5357838,101157,5
baseline,result_1000.json,82,56907,0,5414745,101157,5
baseline,result_1000.json,83,56907,0,5471652,101157,5
baseline,result_1000.json,84,56907,0,5528559,101157,5
baseline,result_1000.json,85,55177,1,5583736,101158,5
baseline,result_1000.json,86,55178,0,5638914,101158,5
baseline,result_1000.json,87,51787,1500,5690701,102658,5
baseline,result_1000.json,88,51558,0,5742259,102658,5
baseline,result_1000.json,89,51558,0,5793817,102658,5
baseline,result_1000.json,90,51558,0,5845375,102658,5
baseline,result_1000.json,91,56907,0,5902282,102658,5
baseline,result_1000.json,92,51558,0,5953840,102658,5
baseline,result_1000.json,93,55178,0,6009018,102658,5
baseline,result_1000.json,94,51558,0,6060576,102658,5
baseline,result_1000.json,95,55178,0,6115754,102658,5
baseline,result_1000.json,96,53287,0,6169041,102658,5
baseline,result_1000.json,97,51558,0,6220599,102658,5
baseline,result_1000.json,98,55178,0,6275777,102658,5
baseline,result_1000.json,99,51558,0,6327335,102658,5
baseline,result_1000.json,100,55535,909,6382870,103567,5
baseline,result_1000.json,101,51095,0,6433965,103567,5
baseline,result_1000.json,102,54715,0,6488680,103567,5
baseline,result_1000.json,103,49745,1650,6538425,105217,5
baseline,result_1000.json,104,54865,0,6593290,105217,5
baseline,result_1000.json,105,53124,0,6646414,105217,5
baseline,result_1000.json,106,55714,1650,6702128,106867,5
baseline,result_1000.json,107,53894,0,6756022,106867,5
baseline,result_1000.json,108,57364,0,6813386,106867,5
baseline,result_1000.json,109,53894,0,6867280,106867,5
baseline,result_1000.json,110,53744,0,6921024,106867,5
baseline,result_1000.json,111,57514,0,6978538,106867,5
baseline,result_1000.json,112,53744,0,7032282,106867,5
baseline,result_1000.json,113,57514,0,7089796,106867,5
baseline,result_1000.json,114,53744,0,7143540,106867,5
baseline,result_1000.json,115,57514,0,7201054,106867,5
baseline,result_1000.json,116,53744,0,7254798,106867,5
baseline,result_1000.json,117,57514,0,7312312,106867,5
baseline,result_1000.json,118,53744,0,7366056,106867,5
baseline,result_1000.json,119,57514,0,7423570,106867,5
baseline,result_1000.json,120,53744,0,7477314,106867,5
baseline,result_1000.json,121,53714,0,7531028,106867,5
baseline,result_1000.json,122,52974,0,7584002,106867,5
baseline,result_1000.json,123,53894,0,7637896,106867,5
baseline,result_1000.json,124,46234,1808,7684130,108675,5
baseline,result_1000.json,125,48842,0,7732972,108675,5
baseline,result_1000.json,126,48042,0,7781014,108675,5
baseline,result_1000.json,127,50072,0,7831086,108675,5
baseline,result_1000.json,128,48072,0,7879158,108675,5
baseline,result_1000.json,129,48740,0,7927898,108675,5
baseline,result_1000.json,130,48222,0,7976120,108675,5
baseline,result_1000.json,131,49892,0,8026012,108675,5
baseline,result_1000.json,132,48000,0,8074012,108675,5
baseline,result_1000.json,133,46493,0,8120505,108675,5
baseline,result_1000.json,134,39741,0,8160246,108675,5
baseline,result_1000.json,135,48842,0,8209088,108675,5
baseline,result_1000.json,136,41470,0,8250558,108675,5
baseline,result_1000.json,137,39993,0,8290551,108675,5
baseline,result_1000.json,138,47393,0,8337944,108675,5
baseline,result_1000.json,139,39771,0,8377715,108675,5
baseline,result_1000.json,140,42492,0,8420207,108675,5
baseline,result_1000.json,141,47970,0,8468177,108675,5
baseline,result_1000.json,142,39843,0,8508020,108675,5
baseline,result_1000.json,143,46241,0,8554261,108675,5
baseline,result_1000.json,144,43572,0,8597833,108675,5
baseline,result_1000.json,145,41542,0,8639375,108675,5
baseline,result_1000.json,146,46121,0,8685496,108675,5
baseline,result_1000.json,147,39993,0,8725489,108675,5
baseline,result_1000.json,148,42090,0,8767579,108675,5
baseline,result_1000.json,149,48000,0,8815579,108675,5
baseline,result_1000.json,150,39663,0,8855242,108675,5
baseline,result_1000.json,151,47573,0,8902815,108675,5
baseline,result_1000.json,152,40173,1100,8942988,109775,5
baseline,result_1000.json,153,38816,0,8981804,109775,5
baseline,result_1000.json,154,45274,0,9027078,109775,5
baseline,result_1000.json,155,38816,0,9065894,109775,5
baseline,result_1000.json,156,40076,0,9105970,109775,5
baseline,result_1000.json,157,47743,0,9153713,109775,5
baseline,result_1000.json,158,38846,0,9192559,109775,5
baseline,result_1000.json,159,38924,0,9231483,109775,5
baseline,result_1000.json,160,47815,0,9279298,109775,5
baseline,result_1000.json,161,41273,0,9320571,109775,5
baseline,result_1000.json,162,44598,0,9365169,109775,5
baseline,result_1000.json,163,42575,0,9407744,109775,5
baseline,result_1000.json,164,38026,0,9445770,109775,5
baseline,result_1000.json,165,44628,0,9490398,109775,5
baseline,result_1000.json,166,38206,0,9528604,109775,5
baseline,result_1000.json,167,38098,0,9566702,109775,5
baseline,result_1000.json,168,47773,0,9614475,109775,5
baseline,result_1000.json,169,39178,0,9653653,109775,5
baseline,result_1000.json,170,44778,0,9698431,109775,5
baseline,result_1000.json,171,38903,0,9737334,109775,5
baseline,result_1000.json,172,38026,0,9775360,109775,5
baseline,result_1000.json,173,48992,0,9824352,109775,5
baseline,result_1000.json,174,38873,0,9863225,109775,5
baseline,result_1000.json,175,38128,0,9901353,109775,5
baseline,result_1000.json,176,46675,0,9948028,109775,5
baseline,result_1000.json,177,38206,0,9986234,109775,5
baseline,result_1000.json,178,48692,0,10034926,109775,5
baseline,result_1000.json,179,39023,0,10073949,109775,5
baseline,result_1000.json,180,38278,0,10112227,109775,5
baseline,result_1000.json,181,45373,0,10157600,109775,5
baseline,result_1000.json,182,38128,0,10195728,109775,5
baseline,result_1000.json,183,39023,0,10234751,109775,5
baseline,result_1000.json,184,45625,0,10280376,109775,5
baseline,result_1000.json,185,38056,0,10318432,109775,5
baseline,result_1000.json,186,45595,0,10364027,109775,5
baseline,result_1000.json,187,38056,0,10402083,109775,5
baseline,result_1000.json,188,45445,0,10447528,109775,5
baseline,result_1000.json,189,44706,0,10492234,109775,5
baseline,result_1000.json,190,45595,0,10537829,109775,5
baseline,result_1000.json,191,45403,0,10583232,109775,5
baseline,result_1000.json,192,39278,9400,10622510,119175,5
baseline,result_1000.json,193,49567,0,10672077,119175,5
baseline,result_1000.json,194,48528,0,10720605,119175,5
baseline,result_1000.json,195,49417,0,10770022,119175,5
baseline,result_1000.json,196,49675,0,10819697,119175,5
baseline,result_1000.json,197,48600,0,10868297,119175,5
baseline,result_1000.json,198,49345,0,10917642,119175,5
baseline,result_1000.json,199,33064,0,10950706,119175,2
baseline,result_1000.json,200,34061,0,10984767,119175,2
baseline,result_1000.json,201,33911,0,11018678,119175,2
baseline,result_1000.json,202,33064,0,11051742,119175,2
baseline,result_1000.json,203,6474,0,11058216,119175,1
baseline,result_1000.json,204,6474,0,11064690,119175,1
mid,result_1000_mid.json,1,0,101877,0,101877,8
mid,result_1000_mid.json,2,101877,0,101877,101877,8
mid,result_1000_mid.json,3,101877,0,203754,101877,8
mid,result_1000_mid.json,4,101877,0,305631,101877,8
mid,result_1000_mid.json,5,101877,0,407508,101877,8
mid,result_1000_mid.json,6,101877,0,509385,101877,8
mid,result_1000_mid.json,7,101877,0,611262,101877,8
mid,result_1000_mid.json,8,101877,0,713139,101877,8
mid,result_1000_mid.json,9,101877,0,815016,101877,8
mid,result_1000_mid.json,10,101877,0,916893,101877,8
mid,result_1000_mid.json,11,101877,0,1018770,101877,8
mid,result_1000_mid.json,12,101877,0,1120647,101877,8
mid,result_1000_mid.json,13,101877,0,1222524,101877,8
mid,result_1000_mid.json,14,101877,0,1324401,101877,8
mid,result_1000_mid.json,15,101877,0,1426278,101877,8
mid,result_1000_mid.json,16,101877,0,1528155,101877,8
mid,result_1000_mid.json,17,101877,0,1630032,101877,8
mid,result_1000_mid.json,18,101877,0,1731909,101877,8
mid,result_1000_mid.json,19,101877,0,1833786,101877,8
mid,result_1000_mid.json,20,101877,0,1935663,101877,8
mid,result_1000_mid.json,21,101877,0,2037540,101877,8
mid,result_1000_mid.json,22,101877,0,2139417,101877,8
mid,result_1000_mid.json,23,101877,0,2241294,101877,8
mid,result_1000_mid.json,24,101877,0,2343171,101877,8
mid,result_1000_mid.json,25,101877,0,2445048,101877,8
mid,result_1000_mid.json,26,101877,0,2546925,101877,8
mid,result_1000_mid.json,27,101877,0,2648802,101877,8
mid,result_1000_mid.json,28,101877,0,2750679,101877,8
mid,result_1000_mid.json,29,101877,0,2852556,101877,8
mid,result_1000_mid.json,30,101877,0,2954433,101877,8
mid,result_1000_mid.json,31,101877,0,3056310,101877,8
mid,result_1000_mid.json,32,101877,0,3158187,101877,8
mid,result_1000_mid.json,33,101877,0,3260064,101877,8
mid,result_1000_mid.json,34,89447,13712,3349511,115589,8
mid,result_1000_mid.json,35,99847,10501,3449358,126090,8
mid,result_1000_mid.json,36,110348,0,3559706,126090,8
mid,result_1000_mid.json,37,110348,0,3670054,126090,8
mid,result_1000_mid.json,38,110348,0,3780402,126090,8
mid,result_1000_mid.json,39,110348,0,3890750,126090,8
mid,result_1000_mid.json,40,110348,0,4001098,126090,8
mid,result_1000_mid.json,41,110348,0,4111446,126090,8
mid,result_1000_mid.json,42,110348,0,4221794,126090,8
mid,result_1000_mid.json,43,110348,0,4332142,126090,8
mid,result_1000_mid.json,44,110348,0,4442490,126090,8
mid,result_1000_mid.json,45,110348,0,4552838,126090,8
mid,result_1000_mid.json,46,110348,0,4663186,126090,8
mid,result_1000_mid.json,47,110348,0,4773534,126090,8
mid,result_1000_mid.json,48,110348,0,4883882,126090,8
mid,result_1000_mid.json,49,110348,0,4994230,126090,8
mid,result_1000_mid.json,50,110348,0,5104578,126090,8
mid,result_1000_mid.json,51,110348,0,5214926,126090,8
mid,result_1000_mid.json,52,110348,0,5325274,126090,8
mid,result_1000_mid.json,53,107048,7200,5432322,133290,8
mid,result_1000_mid.json,54,114248,0,5546570,133290,8
mid,result_1000_mid.json,55,114248,0,5660818,133290,8
mid,result_1000_mid.json,56,114248,0,5775066,133290,8
mid,result_1000_mid.json,57,114248,0,5889314,133290,8
mid,result_1000_mid.json,58,114248,0,6003562,133290,8
mid,result_1000_mid.json,59,114248,0,6117810,133290,8
mid,result_1000_mid.json,60,114248,0,6232058,133290,8
mid,result_1000_mid.json,61,114248,0,6346306,133290,8
mid,result_1000_mid.json,62,114248,0,6460554,133290,8
mid,result_1000_mid.json,63,114248,0,6574802,133290,8
mid,result_1000_mid.json,64,114248,0,6689050,133290,8
mid,result_1000_mid.json,65,114248,0,6803298,133290,8
mid,result_1000_mid.json,66,114248,0,6917546,133290,8
mid,result_1000_mid.json,67,93940,7402,7011486,140692,8
mid,result_1000_mid.json,68,101342,0,7112828,140692,8
mid,result_1000_mid.json,69,62857,1651,7175685,142343,6
mid,result_1000_mid.json,70,64508,0,7240193,142343,6
mid,result_1000_mid.json,71,64508,0,7304701,142343,6
mid,result_1000_mid.json,72,64508,0,7369209,142343,6
mid,result_1000_mid.json,73,64508,0,7433717,142343,6
mid,result_1000_mid.json,74,60608,0,7494325,142343,6
mid,result_1000_mid.json,75,60608,0,7554933,142343,6
mid,result_1000_mid.json,76,64508,0,7619441,142343,6
mid,result_1000_mid.json,77,60608,0,7680049,142343,6
mid,result_1000_mid.json,78,63628,1650,7743677,143993,6
mid,result_1000_mid.json,79,61378,0,7805055,143993,6
mid,result_1000_mid.json,80,61378,0,7866433,143993,6
mid,result_1000_mid.json,81,65278,0,7931711,143993,6
mid,result_1000_mid.json,82,61378,0,7993089,143993,6
mid,result_1000_mid.json,83,65278,0,8058367,143993,6
mid,result_1000_mid.json,84,61378,0,8119745,143993,6
mid,result_1000_mid.json,85,65278,0,8185023,143993,6
mid,result_1000_mid.json,86,61378,0,8246401,143993,6
mid,result_1000_mid.json,87,61378,0,8307779,143993,6
mid,result_1000_mid.json,88,65278,0,8373057,143993,6
mid,result_1000_mid.json,89,61378,0,8434435,143993,6
mid,result_1000_mid.json,90,65278,0,8499713,143993,6
mid,result_1000_mid.json,91,61378,0,8561091,143993,6
mid,result_1000_mid.json,92,65278,0,8626369,143993,6
mid,result_1000_mid.json,93,61378,0,8687747,143993,6
mid,result_1000_mid.json,94,60608,0,8748355,143993,6
mid,result_1000_mid.json,95,65278,0,8813633,143993,6
mid,result_1000_mid.json,96,60608,0,8874241,143993,6
mid,result_1000_mid.json,97,65278,0,8939519,143993,6
mid,result_1000_mid.json,98,60608,0,9000127,143993,6
mid,result_1000_mid.json,99,65278,0,9065405,143993,6
mid,result_1000_mid.json,100,63136,909,9128541,144902,6
mid,result_1000_mid.json,101,42694,728,9171235,145630,5
mid,result_1000_mid.json,102,42652,0,9213887,145630,5
mid,result_1000_mid.json,103,36101,0,9249988,145630,4
mid,result_1000_mid.json,104,35181,0,9285169,145630,4
mid,result_1000_mid.json,105,35331,0,9320500,145630,4
mid,result_1000_mid.json,106,35951,0,9356451,145630,4
mid,result_1000_mid.json,107,35331,0,9391782,145630,4
mid,result_1000_mid.json,108,35951,0,9427733,145630,4
mid,result_1000_mid.json,109,35331,0,9463064,145630,4
mid,result_1000_mid.json,110,35951,0,9499015,145630,4
mid,result_1000_mid.json,111,35331,0,9534346,145630,4
mid,result_1000_mid.json,112,35951,0,9570297,145630,4
mid,result_1000_mid.json,113,35331,0,9605628,145630,4
mid,result_1000_mid.json,114,35181,0,9640809,145630,4
mid,result_1000_mid.json,115,36101,0,9676910,145630,4
mid,result_1000_mid.json,116,35181,0,9712091,145630,4
mid,result_1000_mid.json,117,36101,0,9748192,145630,4
mid,result_1000_mid.json,118,35181,0,9783373,145630,4
mid,result_1000_mid.json,119,36101,0,9819474,145630,4
mid,result_1000_mid.json,120,35181,0,9854655,145630,4
mid,result_1000_mid.json,121,35921,0,9890576,145630,4
mid,result_1000_mid.json,122,35181,0,9925757,145630,4
mid,result_1000_mid.json,123,36101,0,9961858,145630,4
mid,result_1000_mid.json,124,34071,0,9995929,145630,4
mid,result_1000_mid.json,125,34101,0,10030030,145630,4
mid,result_1000_mid.json,126,34841,0,10064871,145630,4
mid,result_1000_mid.json,127,35331,0,10100202,145630,4
mid,result_1000_mid.json,128,34871,0,10135073,145630,4
mid,result_1000_mid.json,129,33999,0,10169072,145630,4
mid,result_1000_mid.json,130,35021,0,10204093,145630,4
mid,result_1000_mid.json,131,35151,0,10239244,145630,4
mid,result_1000_mid.json,132,34029,0,10273273,145630,4
mid,result_1000_mid.json,133,27261,0,10300534,145630,3
mid,result_1000_mid.json,134,27009,0,10327543,145630,3
mid,result_1000_mid.json,135,10993,0,10338536,145630,2
mid,result_1000_mid.json,136,10891,0,10349427,145630,2
mid,result_1000_mid.json,137,11143,0,10360570,145630,2
mid,result_1000_mid.json,138,12043,0,10372613,145630,2
mid,result_1000_mid.json,139,10921,0,10383534,145630,2
mid,result_1000_mid.json,140,11143,0,10394677,145630,2
mid,result_1000_mid.json,141,10891,0,10405568,145630,2
mid,result_1000_mid.json,142,10993,0,10416561,145630,2
mid,result_1000_mid.json,143,10891,0,10427452,145630,2
mid,result_1000_mid.json,144,12223,0,10439675,145630,2
mid,result_1000_mid.json,145,10963,0,10450638,145630,2
mid,result_1000_mid.json,146,10921,0,10461559,145630,2
mid,result_1000_mid.json,147,11143,0,10472702,145630,2
mid,result_1000_mid.json,148,10891,0,10483593,145630,2
mid,result_1000_mid.json,149,10921,0,10494514,145630,2
mid,result_1000_mid.json,150,10963,0,10505477,145630,2
mid,result_1000_mid.json,151,12223,0,10517700,145630,2
mid,result_1000_mid.json,152,10921,0,10528621,145630,2
mid,result_1000_mid.json,153,10963,0,10539584,145630,2
mid,result_1000_mid.json,154,10921,0,10550505,145630,2
mid,result_1000_mid.json,155,10963,0,10561468,145630,2
mid,result_1000_mid.json,156,12223,0,10573691,145630,2
mid,result_1000_mid.json,157,10891,0,10584582,145630,2
mid,result_1000_mid.json,158,10993,0,10595575,145630,2
mid,result_1000_mid.json,159,11071,0,10606646,145630,2
mid,result_1000_mid.json,160,10963,0,10617609,145630,2
mid,result_1000_mid.json,161,10921,0,10628530,145630,2
mid,result_1000_mid.json,162,10963,0,10639493,145630,2
mid,result_1000_mid.json,163,12223,0,10651716,145630,2
mid,result_1000_mid.json,164,10891,0,10662607,145630,2
mid,result_1000_mid.json,165,10993,0,10673600,145630,2
mid,result_1000_mid.json,166,11071,0,10684671,145630,2
mid,result_1000_mid.json,167,10963,0,10695634,145630,2
mid,result_1000_mid.json,168,10921,0,10706555,145630,2
mid,result_1000_mid.json,169,12043,0,10718598,145630,2
mid,result_1000_mid.json,170,11143,0,10729741,145630,2
mid,result_1000_mid.json,171,10921,0,10740662,145630,2
mid,result_1000_mid.json,172,10891,0,10751553,145630,2
mid,result_1000_mid.json,173,11143,0,10762696,145630,2
mid,result_1000_mid.json,174,10891,0,10773587,145630,2
mid,result_1000_mid.json,175,10993,0,10784580,145630,2
mid,result_1000_mid.json,176,12043,0,10796623,145630,2
mid,result_1000_mid.json,177,11071,0,10807694,145630,2
mid,result_1000_mid.json,178,10993,0,10818687,145630,2
mid,result_1000_mid.json,179,10891,0,10829578,145630,2
mid,result_1000_mid.json,180,11143,0,10840721,145630,2
mid,result_1000_mid.json,181,10891,0,10851612,145630,2
mid,result_1000_mid.json,182,10993,0,10862605,145630,2
mid,result_1000_mid.json,183,10891,0,10873496,145630,2
mid,result_1000_mid.json,184,11143,0,10884639,145630,2
mid,result_1000_mid.json,185,10921,0,10895560,145630,2
mid,result_1000_mid.json,186,10963,0,10906523,145630,2
mid,result_1000_mid.json,187,10921,0,10917444,145630,2
mid,result_1000_mid.json,188,10963,0,10928407,145630,2
mid,result_1000_mid.json,189,11071,0,10939478,145630,2
mid,result_1000_mid.json,190,10963,0,10950441,145630,2
mid,result_1000_mid.json,191,10921,0,10961362,145630,2
mid,result_1000_mid.json,192,11071,0,10972433,145630,2
mid,result_1000_mid.json,193,10963,0,10983396,145630,2
mid,result_1000_mid.json,194,10921,0,10994317,145630,2
mid,result_1000_mid.json,195,10963,0,11005280,145630,2
mid,result_1000_mid.json,196,11071,0,11016351,145630,2
mid,result_1000_mid.json,197,10993,0,11027344,145630,2
mid,result_1000_mid.json,198,10891,0,11038235,145630,2
mid2,result_1000_mid2.json,1,0,103745,0,103745,8
mid2,result_1000_mid2.json,2,103745,0,103745,103745,8
mid2,result_1000_mid2.json,3,103745,0,207490,103745,8
mid2,result_1000_mid2.json,4,103745,0,311235,103745,8
mid2,result_1000_mid2.json,5,103745,0,414980,103745,8
mid2,result_1000_mid2.json,6,103745,0,518725,103745,8
mid2,result_1000_mid2.json,7,103745,0,622470,103745,8
mid2,result_1000_mid2.json,8,103745,0,726215,103745,8
mid2,result_1000_mid2.json,9,103745,0,829960,103745,8
mid2,result_1000_mid2.json,10,103745,0,933705,103745,8
mid2,result_1000_mid2.json,11,103745,0,1037450,103745,8
mid2,result_1000_mid2.json,12,103745,0,1141195,103745,8
mid2,result_1000_mid2.json,13,103745,0,1244940,103745,8
mid2,result_1000_mid2.json,14,103745,0,1348685,103745,8
mid2,result_1000_mid2.json,15,103745,0,1452430,103745,8
mid2,result_1000_mid2.json,16,103745,0,1556175,103745,8
mid2,result_1000_mid2.json,17,103745,0,1659920,103745,8
mid2,result_1000_mid2.json,18,102245,720,1762165,104465,8
mid2,result_1000_mid2.json,19,102965,0,1865130,104465,8
mid2,result_1000_mid2.json,20,102965,0,1968095,104465,8
mid2,result_1000_mid2.json,21,102965,0,2071060,104465,8
mid2,result_1000_mid2.json,22,102965,0,2174025,104465,8
mid2,result_1000_mid2.json,23,102960,2700,2276985,107165,8
mid2,result_1000_mid2.json,24,105660,0,2382645,107165,8
mid2,result_1000_mid2.json,25,105660,0,2488305,107165,8
mid2,result_1000_mid2.json,26,105660,0,2593965,107165,8
mid2,result_1000_mid2.json,27,105660,0,2699625,107165,8
mid2,result_1000_mid2.json,28,105660,0,2805285,107165,8
mid2,result_1000_mid2.json,29,105660,0,2910945,107165,8
mid2,result_1000_mid2.json,30,105660,0,3016605,107165,8
mid2,result_1000_mid2.json,31,105660,0,3122265,107165,8
mid2,result_1000_mid2.json,32,105660,0,3227925,107165,8
mid2,result_1000_mid2.json,33,105660,0,3333585,107165,8
mid2,result_1000_mid2.json,34,94736,10922,3428321,118087,8
mid2,result_1000_mid2.json,35,102642,10602,3530963,128689,8
mid2,result_1000_mid2.json,36,113244,0,3644207,128689,8
mid2,result_1000_mid2.json,37,113244,0,3757451,128689,8
mid2,result_1000_mid2.json,38,111174,1504,3868625,130193,8
mid2,result_1000_mid2.json,39,112678,0,3981303,130193,8
mid2,result_1000_mid2.json,40,112678,0,4093981,130193,8
mid2,result_1000_mid2.json,41,111332,0,4205313,130193,8
mid2,result_1000_mid2.json,42,111332,0,4316645,130193,8
mid2,result_1000_mid2.json,43,111332,0,4427977,130193,8
mid2,result_1000_mid2.json,44,111332,0,4539309,130193,8
mid2,result_1000_mid2.json,45,111332,0,4650641,130193,8
mid2,result_1000_mid2.json,46,111332,0,4761973,130193,8
mid2,result_1000_mid2.json,47,111332,0,4873305,130193,8
mid2,result_1000_mid2.json,48,111332,0,4984637,130193,8
mid2,result_1000_mid2.json,49,111332,0,5095969,130193,8
mid2,result_1000_mid2.json,50,110552,0,5206521,130193,8
mid2,result_1000_mid2.json,51,110552,0,5317073,130193,8
mid2,result_1000_mid2.json,52,111332,0,5428405,130193,8
mid2,result_1000_mid2.json,53,106528,8101,5534933,138294,8
mid2,result_1000_mid2.json,54,114629,0,5649562,138294,8
mid2,result_1000_mid2.json,55,115409,0,5764971,138294,8
mid2,result_1000_mid2.json,56,114479,0,5879450,138294,8
mid2,result_1000_mid2.json,57,114629,0,5994079,138294,8
mid2,result_1000_mid2.json,58,115259,0,6109338,138294,8
mid2,result_1000_mid2.json,59,114629,0,6223967,138294,8
mid2,result_1000_mid2.json,60,114479,0,6338446,138294,8
mid2,result_1000_mid2.json,61,115409,0,6453855,138294,8
mid2,result_1000_mid2.json,62,114479,0,6568334,138294,8
mid2,result_1000_mid2.json,63,114479,0,6682813,138294,8
mid2,result_1000_mid2.json,64,114629,0,6797442,138294,8
mid2,result_1000_mid2.json,65,114479,0,6911921,138294,8
mid2,result_1000_mid2.json,66,114629,0,7026550,138294,8
mid2,result_1000_mid2.json,67,98707,2452,7125257,140746,8
mid2,result_1000_mid2.json,68,101309,0,7226566,140746,8
mid2,result_1000_mid2.json,69,67652,2900,7294218,143646,7
mid2,result_1000_mid2.json,70,69979,900,7364197,144546,7
mid2,result_1000_mid2.json,71,70729,0,7434926,144546,7
mid2,result_1000_mid2.json,72,70879,0,7505805,144546,7
mid2,result_1000_mid2.json,73,66679,0,7572484,144546,7
mid2,result_1000_mid2.json,74,70729,0,7643213,144546,7
mid2,result_1000_mid2.json,75,66799,0,7710012,144546,7
mid2,result_1000_mid2.json,76,70579,0,7780591,144546,7
mid2,result_1000_mid2.json,77,66799,0,7847390,144546,7
mid2,result_1000_mid2.json,78,70729,0,7918119,144546,7
mid2,result_1000_mid2.json,79,66829,0,7984948,144546,7
mid2,result_1000_mid2.json,80,66649,0,8051597,144546,7
mid2,result_1000_mid2.json,81,70879,0,8122476,144546,7
mid2,result_1000_mid2.json,82,66649,0,8189125,144546,7
mid2,result_1000_mid2.json,83,70729,0,8259854,144546,7
mid2,result_1000_mid2.json,84,66649,0,8326503,144546,7
mid2,result_1000_mid2.json,85,69149,1,8395652,144547,7
