label,file,algo,cid,service_type,node_id,local_step,wait_time,pull_time,deploy_delay,completion_time,run_time,reuse_mb,downloaded_mb
baseline,result_1000.json,FG-DSCR,c773,default,edge-3,40,1571.4,0.0,1571.4,1585.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c953,default,edge-3,41,1585.4,0.0,1585.4,1599.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c203,default,edge-3,42,1599.4,0.0,1599.4,1613.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c743,default,edge-3,43,1613.4,0.0,1613.4,1627.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c683,default,edge-3,44,1627.4,0.0,1627.4,1641.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c563,default,edge-3,45,1641.4,0.0,1641.4,1655.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c263,default,edge-3,46,1655.4,0.0,1655.4,1669.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c323,default,edge-3,47,1669.4,0.0,1669.4,1683.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c443,default,edge-3,48,1683.4,0.0,1683.4,1697.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c893,default,edge-3,49,1697.4,0.0,1697.4,1711.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c653,default,edge-3,50,1711.4,0.0,1711.4,1725.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c113,default,edge-3,51,1725.4,0.0,1725.4,1739.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c173,default,edge-3,52,1739.4,0.0,1739.4,1753.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c593,default,edge-3,53,1753.4,0.0,1753.4,1767.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c983,default,edge-3,54,1767.4,0.0,1767.4,1781.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c383,default,edge-3,55,1781.4,0.0,1781.4,1795.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c473,default,edge-3,56,1795.4,0.0,1795.4,1809.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c863,default,edge-3,57,1809.4,0.0,1809.4,1823.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c083,default,edge-3,58,1823.4,0.0,1823.4,1837.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c293,default,edge-3,59,1837.4,0.0,1837.4,1851.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c713,default,edge-3,60,1851.4,0.0,1851.4,1865.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c803,default,edge-3,61,1865.4,0.0,1865.4,1879.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c023,default,edge-3,62,1879.4,0.0,1879.4,1893.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c503,default,edge-3,63,1893.4,0.0,1893.4,1907.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c623,default,edge-3,64,1907.4,0.0,1907.4,1921.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c923,default,edge-3,65,1921.4,0.0,1921.4,1935.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c833,default,edge-3,66,1935.4,0.0,1935.4,1949.4,14.0,7760,0
baseline,result_1000.json,FG-DSCR,c501,default,edge-3,67,1949.4,0.0,1949.4,1969.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c021,default,edge-3,68,1969.4,0.0,1969.4,1989.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c591,default,edge-3,69,1989.4,0.0,1989.4,2009.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c441,default,edge-3,70,2009.4,0.0,2009.4,2029.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c081,default,edge-3,71,2029.4,0.0,2029.4,2049.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c981,default,edge-3,72,2049.4,0.0,2049.4,2069.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c951,default,edge-3,73,2069.4,0.0,2069.4,2089.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c801,default,edge-3,74,2089.4,0.0,2089.4,2109.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c771,default,edge-3,75,2109.4,0.0,2109.4,2129.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c141,default,edge-3,76,2129.4,0.0,2129.4,2149.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c201,default,edge-3,77,2149.4,0.0,2149.4,2169.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c861,default,edge-3,78,2169.4,0.0,2169.4,2189.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c831,default,edge-3,79,2189.4,0.0,2189.4,2209.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c651,default,edge-3,80,2209.4,0.0,2209.4,2229.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c711,default,edge-3,81,2229.4,0.0,2229.4,2249.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c291,default,edge-3,82,2249.4,0.0,2249.4,2269.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c681,default,edge-3,83,2269.4,0.0,2269.4,2289.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c171,default,edge-3,84,2289.4,0.0,2289.4,2309.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c381,default,edge-3,85,2309.4,0.0,2309.4,2329.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c231,default,edge-3,86,2329.4,0.0,2329.4,2349.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c621,default,edge-3,87,2349.4,0.0,2349.4,2369.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c471,default,edge-3,88,2369.4,0.0,2369.4,2389.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c261,default,edge-3,89,2389.4,0.0,2389.4,2409.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c411,default,edge-3,90,2409.4,0.0,2409.4,2429.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c051,default,edge-3,91,2429.4,0.0,2429.4,2449.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c531,default,edge-3,92,2449.4,0.0,2449.4,2469.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c561,default,edge-3,93,2469.4,0.0,2469.4,2489.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c891,default,edge-3,94,2489.4,0.0,2489.4,2509.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c321,default,edge-3,95,2509.4,0.0,2509.4,2529.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c921,default,edge-3,96,2529.4,0.0,2529.4,2549.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c111,default,edge-3,97,2549.4,0.0,2549.4,2569.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c741,default,edge-3,98,2569.4,0.0,2569.4,2589.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c351,default,edge-3,99,2589.4,0.0,2589.4,2609.4,20.0,6414,0
baseline,result_1000.json,FG-DSCR,c529,default,edge-3,100,2609.4,90.1,2699.5,2713.5,14.0,5690,901
baseline,result_1000.json,FG-DSCR,c379,default,edge-3,101,2713.5,0.0,2713.5,2727.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c739,default,edge-3,102,2727.5,0.0,2727.5,2741.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c679,default,edge-3,103,2741.5,0.0,2741.5,2755.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c442,default,edge-3,104,2755.5,0.0,2755.5,2778.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c799,default,edge-3,105,2778.5,0.0,2778.5,2792.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c952,default,edge-3,106,2792.5,0.0,2792.5,2815.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c889,default,edge-3,107,2815.5,0.0,2815.5,2829.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c652,default,edge-3,108,2829.5,0.0,2829.5,2852.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c079,default,edge-3,109,2852.5,0.0,2852.5,2866.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c802,default,edge-3,110,2866.5,0.0,2866.5,2889.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c259,default,edge-3,111,2889.5,0.0,2889.5,2903.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c232,default,edge-3,112,2903.5,0.0,2903.5,2926.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c589,default,edge-3,113,2926.5,0.0,2926.5,2940.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c292,default,edge-3,114,2940.5,0.0,2940.5,2963.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c979,default,edge-3,115,2963.5,0.0,2963.5,2977.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c862,default,edge-3,116,2977.5,0.0,2977.5,3000.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c019,default,edge-3,117,3000.5,0.0,3000.5,3014.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c922,default,edge-3,118,3014.5,0.0,3014.5,3037.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c139,default,edge-3,119,3037.5,0.0,3037.5,3051.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c772,default,edge-3,120,3051.5,0.0,3051.5,3074.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c744,default,edge-3,121,3074.5,0.0,3074.5,3091.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c382,default,edge-3,122,3091.5,0.0,3091.5,3114.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c439,default,edge-3,123,3114.5,0.0,3114.5,3128.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c204,default,edge-3,124,3128.5,0.0,3128.5,3145.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c682,default,edge-3,125,3145.5,0.0,3145.5,3168.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c384,default,edge-3,126,3168.5,0.0,3168.5,3185.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c769,default,edge-3,127,3185.5,0.0,3185.5,3199.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c262,default,edge-3,128,3199.5,0.0,3199.5,3222.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c414,default,edge-3,129,3222.5,0.0,3222.5,3239.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c499,default,edge-3,130,3239.5,0.0,3239.5,3253.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c234,default,edge-3,131,3253.5,0.0,3253.5,3270.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c112,default,edge-3,132,3270.5,0.0,3270.5,3293.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c709,default,edge-3,133,3293.5,0.0,3293.5,3307.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c684,default,edge-3,134,3307.5,0.0,3307.5,3324.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c142,default,edge-3,135,3324.5,0.0,3324.5,3347.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c444,default,edge-3,136,3347.5,0.0,3347.5,3364.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c109,default,edge-3,137,3364.5,0.0,3364.5,3378.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c114,default,edge-3,138,3378.5,0.0,3378.5,3395.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c592,default,edge-3,139,3395.5,0.0,3395.5,3418.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c199,default,edge-3,140,3418.5,0.0,3418.5,3432.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c264,default,edge-3,141,3432.5,0.0,3432.5,3449.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c412,default,edge-3,142,3449.5,0.0,3449.5,3472.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c324,default,edge-3,143,3472.5,0.0,3472.5,3489.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c469,default,edge-3,144,3489.5,0.0,3489.5,3503.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c084,default,edge-3,145,3503.5,0.0,3503.5,3520.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c832,default,edge-3,146,3520.5,0.0,3520.5,3543.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c829,default,edge-3,147,3543.5,0.0,3543.5,3557.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c894,default,edge-3,148,3557.5,0.0,3557.5,3574.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c502,default,edge-3,149,3574.5,0.0,3574.5,3597.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c144,default,edge-3,150,3597.5,0.0,3597.5,3614.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c619,default,edge-3,151,3614.5,0.0,3614.5,3628.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c892,default,edge-3,152,3628.5,0.0,3628.5,3651.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c474,default,edge-3,153,3651.5,0.0,3651.5,3668.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c982,default,edge-3,154,3668.5,0.0,3668.5,3691.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c864,default,edge-3,155,3691.5,0.0,3691.5,3708.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c289,default,edge-3,156,3708.5,0.0,3708.5,3722.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c174,default,edge-3,157,3722.5,0.0,3722.5,3739.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c322,default,edge-3,158,3739.5,0.0,3739.5,3762.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c169,default,edge-3,159,3762.5,0.0,3762.5,3776.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c624,default,edge-3,160,3776.5,0.0,3776.5,3793.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c352,default,edge-3,161,3793.5,0.0,3793.5,3816.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c774,default,edge-3,162,3816.5,0.0,3816.5,3833.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c229,default,edge-3,163,3833.5,0.0,3833.5,3847.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c564,default,edge-3,164,3847.5,0.0,3847.5,3864.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c562,default,edge-3,165,3864.5,0.0,3864.5,3887.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c559,default,edge-3,166,3887.5,0.0,3887.5,3901.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c354,default,edge-3,167,3901.5,0.0,3901.5,3918.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c742,default,edge-3,168,3918.5,0.0,3918.5,3941.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c054,default,edge-3,169,3941.5,0.0,3941.5,3958.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c349,default,edge-3,170,3958.5,0.0,3958.5,3972.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c472,default,edge-3,171,3972.5,0.0,3972.5,3995.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c534,default,edge-3,172,3995.5,0.0,3995.5,4012.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c859,default,edge-3,173,4012.5,0.0,4012.5,4026.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c594,default,edge-3,174,4026.5,0.0,4026.5,4043.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c202,default,edge-3,175,4043.5,0.0,4043.5,4066.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c924,default,edge-3,176,4066.5,0.0,4066.5,4083.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c949,default,edge-3,177,4083.5,0.0,4083.5,4097.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c082,default,edge-3,178,4097.5,0.0,4097.5,4120.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c984,default,edge-3,179,4120.5,0.0,4120.5,4137.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c049,default,edge-3,180,4137.5,0.0,4137.5,4151.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c024,default,edge-3,181,4151.5,0.0,4151.5,4168.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c622,default,edge-3,182,4168.5,0.0,4168.5,4191.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c294,default,edge-3,183,4191.5,0.0,4191.5,4208.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c409,default,edge-3,184,4208.5,0.0,4208.5,4222.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c172,default,edge-3,185,4222.5,0.0,4222.5,4245.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c714,default,edge-3,186,4245.5,0.0,4245.5,4262.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c022,default,edge-3,187,4262.5,0.0,4262.5,4285.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c504,default,edge-3,188,4285.5,0.0,4285.5,4302.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c319,default,edge-3,189,4302.5,0.0,4302.5,4316.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c834,default,edge-3,190,4316.5,0.0,4316.5,4333.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c712,default,edge-3,191,4333.5,0.0,4333.5,4356.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c649,default,edge-3,192,4356.5,0.0,4356.5,4370.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c804,default,edge-3,193,4370.5,0.0,4370.5,4387.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c052,default,edge-3,194,4387.5,0.0,4387.5,4410.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c954,default,edge-3,195,4410.5,0.0,4410.5,4427.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c919,default,edge-3,196,4427.5,0.0,4427.5,4441.5,14.0,6591,0
baseline,result_1000.json,FG-DSCR,c532,default,edge-3,197,4441.5,0.0,4441.5,4464.5,23.0,6441,0
baseline,result_1000.json,FG-DSCR,c654,default,edge-3,198,4464.5,0.0,4464.5,4481.5,17.0,6411,0
baseline,result_1000.json,FG-DSCR,c521,default,edge-4,1,0.0,3049.0,3049.0,3089.0,40.0,0,30490
baseline,result_1000.json,FG-DSCR,c941,default,edge-4,2,3089.0,0.0,3089.0,3129.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c581,default,edge-4,3,3129.0,0.0,3129.0,3169.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c851,default,edge-4,4,3169.0,0.0,3169.0,3209.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c281,default,edge-4,5,3209.0,0.0,3209.0,3249.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c311,default,edge-4,6,3249.0,0.0,3249.0,3289.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c971,default,edge-4,7,3289.0,0.0,3289.0,3329.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c371,default,edge-4,8,3329.0,0.0,3329.0,3369.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c791,default,edge-4,9,3369.0,0.0,3369.0,3409.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c191,default,edge-4,10,3409.0,0.0,3409.0,3449.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c101,default,edge-4,11,3449.0,0.0,3449.0,3489.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c461,default,edge-4,12,3489.0,0.0,3489.0,3529.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c011,default,edge-4,13,3529.0,0.0,3529.0,3569.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c431,default,edge-4,14,3569.0,0.0,3569.0,3609.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c041,default,edge-4,15,3609.0,0.0,3609.0,3649.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c731,default,edge-4,16,3649.0,0.0,3649.0,3689.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c761,default,edge-4,17,3689.0,0.0,3689.0,3729.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c341,default,edge-4,18,3729.0,0.0,3729.0,3769.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c491,default,edge-4,19,3769.0,0.0,3769.0,3809.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c821,default,edge-4,20,3809.0,0.0,3809.0,3849.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c071,default,edge-4,21,3849.0,0.0,3849.0,3889.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c881,default,edge-4,22,3889.0,0.0,3889.0,3929.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c221,default,edge-4,23,3929.0,0.0,3929.0,3969.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c641,default,edge-4,24,3969.0,0.0,3969.0,4009.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c401,default,edge-4,25,4009.0,0.0,4009.0,4049.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c131,default,edge-4,26,4049.0,0.0,4049.0,4089.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c251,default,edge-4,27,4089.0,0.0,4089.0,4129.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c551,default,edge-4,28,4129.0,0.0,4129.0,4169.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c161,default,edge-4,29,4169.0,0.0,4169.0,4209.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c911,default,edge-4,30,4209.0,0.0,4209.0,4249.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c701,default,edge-4,31,4249.0,0.0,4249.0,4289.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c611,default,edge-4,32,4289.0,0.0,4289.0,4329.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c671,default,edge-4,33,4329.0,0.0,4329.0,4369.0,40.0,30490,0
baseline,result_1000.json,FG-DSCR,c342,default,edge-4,34,4369.0,940.0,5309.0,5352.0,43.0,23290,9400
baseline,result_1000.json,FG-DSCR,c252,default,edge-4,35,5352.0,0.0,5352.0,5395.0,43.0,32690,0
baseline,result_1000.json,FG-DSCR,c072,default,edge-4,36,5395.0,0.0,5395.0,5438.0,43.0,32690,0
baseline,result_1000.json,FG-DSCR,c132,default,edge-4,37,5438.0,0.0,5438.0,5481.0,43.0,32690,0
