base_requests,target_requests,cache_scale,wan_mb_s,baseline,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,p2p_offload_pct_mean,p2p_offload_pct_ci95,runtime_ms_mean,runtime_ms_ci95
200,100,1.0,100.0,metapipe_reactive_style,20,46.672985951007085,2.684351584608207,92.95889962745312,4.20018893660293,98.5735335629838,4.2419310933815915,6673.95,370.42460487554206,8782.25,575.4272668145402,56.704886586273176,2.2854457065059974,132.11623765528202,6.531200368014126
200,100,1.0,100.0,peersync_style,20,50.71888939489406,2.7517579555030705,95.89751883953629,3.853723619820623,101.10813607277863,4.625061848733743,6131.9,330.18394860724067,9324.3,598.5993500104394,60.1777684772726,2.287320514807522,179.07221540808678,5.805059477131864
200,100,1.0,100.0,registry,20,79.1958034757333,3.3510426925549552,147.9309999999998,5.48504392567887,155.92491666666655,6.197843857999752,15456.2,577.2779372988798,0.0,0.0,0.0,0.0,79.30807694792747,3.0674639868153153
200,100,2.0,10.0,dragonfly_style,20,56.2066414011136,12.915377423156285,235.2411566137567,32.47577703675831,262.82458333333335,31.048612831221146,2590.4,312.32856285028464,5218.8,683.7841874163698,66.22543193116373,3.7615899865990396,73.34559969604015,5.110274727536649
200,100,2.0,10.0,ilrsa_style,20,247.83106378435022,44.92036450519296,771.1199999999999,82.43974020148991,780.92,80.09922873555726,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,95.56081779301167,9.551263400413198
200,100,2.0,10.0,metapipe_reactive_style,20,61.76806605288007,12.175427350079879,248.55265362136242,27.27626831951917,279.50966478174604,28.99684711937534,2745.35,284.24532600864416,5063.85,720.4966645154849,63.9640261836358,3.7466550641093463,88.02199549973011,7.083667102905302
200,100,2.0,10.0,peersync_style,20,51.89370754717845,12.530590023493607,214.2856093584656,29.42628176316287,229.22678298611103,27.24401055680136,2245.25,270.2657657072394,5563.95,755.6571619708944,70.42109434108717,3.8529652565426655,128.996991366148,9.593848871740487
200,100,2.0,10.0,registry,20,192.08408143888636,36.819004072462214,724.42,79.06825935921384,780.9200000000001,80.09922873555746,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,62.43777796626091,3.718296451883361
200,100,2.0,30.0,dragonfly_style,20,19.853890567499928,4.366925875017169,79.5387003240741,11.296819784039954,90.7520283738426,11.496827881518298,2605.2,340.86082162781855,5204.0,702.3829908176727,66.00010944690608,4.1132896417350375,74.39375668764114,5.146087244889668
200,100,2.0,30.0,ilrsa_style,20,82.6103545947833,14.97345483506434,257.0399999999997,27.479913400496827,260.3066666666665,26.69974291185275,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,95.61257734894753,9.4639822107828
