cache,method,Dynamic_Gain,Reuse_norm,Future_norm,Pull_saving_norm,Evict_saving_norm,Reuse_raw,Future_raw,Pull_raw,Evict_raw,n
128,ILR-SA,0.1334136461817014,0.0,0.5336545847268056,0.0,0.0,10.389093588330711,225.64813984178485,498.2656133537153,110.83987239534552,9
128,LRScheduler,0.4496360060728879,0.734873461401396,0.712694222847105,0.04188453267004779,0.3090918073730028,30.55742029028319,280.64979707419224,481.0867132419552,93.61237355088161,9
128,GAHRL,0.2950139329192651,0.3894398553303324,0.6044597555006718,0.027436835627116383,0.1587192852189399,21.077124447528007,247.39975738342415,487.01242205433925,101.99351594888135,9
128,ORR,0.44540438635955376,0.7268942256377923,0.6554917027597901,0.050285361858084125,0.34894625518254857,30.33843315553842,263.07696551742606,477.6411213664503,91.3910514801962,9
128,LASA,0.7171556885720258,0.8686227542881034,0.0,1.0,1.0,34.22811950147819,61.707423373599845,88.1165913486304,55.104008702024544,9
128,FG-DSCR-GC,0.622379650030322,1.0,1.0,0.10650982255639488,0.3830087775648932,37.83371876705426,368.9112236597182,454.5807137982748,89.49254737564314,9
256,ILR-SA,0.13460160756665468,0.0,0.5384064302666187,0.0,0.0,15.973022306643706,227.10792484998808,492.6086035006978,163.9244913156018,9
256,LRScheduler,0.3785279797282035,0.5588357665138887,0.682717858664636,0.04701252144499565,0.2255457722892937,39.806436126914846,271.44094407857705,472.68745210168083,137.79902433559351,9
256,GAHRL,0.3246190715025931,0.4388053602063713,0.6543700775334724,0.04532574972129645,0.15997509854923228,34.68733939767705,262.7323979854045,473.40220710419027,145.3942208860109,9
256,ORR,0.34274601528002135,0.48304916249117424,0.6694091195004525,0.0531597960301689,0.16536598309828998,36.57426380735468,267.35244883032317,470.08259739619893,144.7697827737381,9
256,LASA,0.7198472779240204,0.8793891116960814,0.0,1.0,1.0,53.47750191223184,61.707423373599845,68.86720893787674,48.092273691505675,9
256,FG-DSCR-GC,0.567073374237705,1.0,1.0,0.1388005206028034,0.12949297634801657,58.6213552309087,368.9112236597182,433.79307733442033,148.92503269846642,9
384,ILR-SA,0.14089956407043283,0.0,0.5635982562817313,0.0,0.0,21.04497912849338,234.8469495379774,488.16348670555885,181.09056377907208,9
384,LRScheduler,0.37257055140523254,0.5211283389168188,0.6686393850426668,0.08172050043710208,0.21879398122434263,54.88346717801505,267.11598347968027,453.3078205777673,148.44908354549318,9
384,GAHRL,0.2954742401829525,0.3489378898594889,0.6334476918854027,0.05170600052830757,0.1478053784586107,43.702604389437624,256.3049616032657,466.10969259541093,159.0397454138884,9
384,ORR,0.32593578275081003,0.3787646057794746,0.6895964725782082,0.05698170538174098,0.17840034726381626,45.63934606100504,273.5540804135274,463.8594835783776,154.4753370882403,9
384,LASA,0.6526923467537501,0.6107693870150005,0.0,1.0,1.0,60.70413995340425,61.707423373599845,61.640570896704325,31.90236376131369,9
384,FG-DSCR-GC,0.6154432978127143,1.0,1.0,0.19161256870464866,0.2701606225462085,85.97809736930141,368.9112236597182,406.43633519602764,140.7857867857262,9
512,ILR-SA,0.14066734499417605,0.0,0.5626693799767042,0.0,0.0,26.861129848302483,234.56159520707732,482.407831195405,177.90560574190124,9
512,LRScheduler,0.3276051174222828,0.4062137839227963,0.6350458107117848,0.07722232291993406,0.19193855213461614,58.22860884126496,256.7959097800391,449.8609376606024,148.15911514544143,9
512,GAHRL,0.2948449745390639,0.3172023207544214,0.6461684539661657,0.060914190923874,0.15509493251179454,51.355220217905234,260.2128280570117,456.734326283962,153.86911124815845,9
512,ORR,0.36236097090649794,0.4417747063944297,0.7001761003467284,0.0764741332703546,0.23101894361447886,60.97459268707982,276.80418226962934,450.17627716280765,142.10246584422976,9
512,LASA,0.6118432685000246,0.4473730740000985,0.0,1.0,1.0,61.40689381819819,61.707423373599845,60.937817031910384,22.926367513631718,9
512,FG-DSCR-GC,0.6413922113388346,1.0,1.0,0.22320370411888496,0.3423651412364535,104.08026970625491,368.9112236597182,388.33416285907407,124.84611695716177,9
640,ILR-SA,0.14580506668942705,0.0,0.5832202667577082,0.0,0.0,32.30315760616869,240.8749057254515,476.64352289455576,191.37085261104323,9
640,LRScheduler,0.37766549729931076,0.4675100155041176,0.7194594505516699,0.09382616324665202,0.22986635989480356,72.64972068305116,282.7281007348355,437.63601533018567,151.42362080076563,9
640,GAHRL,0.35159861325437614,0.42977232698442247,0.6768779675377719,0.09454631614331967,0.20519784235199037,69.39292194133048,269.6469073311472,437.3366172881873,155.71062908309818,9
640,ORR,0.4428261139302375,0.5890740053834167,0.7637919531643954,0.12112278087438089,0.2973157162987569,83.14080969267141,296.347214013659,426.28765596270034,139.70196184659838,9
640,LASA,0.5844149320832575,0.3376597283330298,0.0,1.0,1.0,61.44351626355792,61.707423373599845,60.901194586550645,17.58625956071988,9
640,FG-DSCR-GC,0.6494030188170032,1.0,1.0,0.24734841939862168,0.3502636558693913,118.6041174548612,368.9112236597182,373.81031511046785,130.50042571546257,9
768,ILR-SA,0.14723888235490476,0.0,0.588955529419619,0.0,0.0,39.69334269103956,242.6368002108296,470.2692386699845,173.32957003027192,9
