case,num_nodes,num_domains,seed,wan_mb_s,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,avg_layer_transfer_s,evicted_mb,not_preserved_mb,pulse_ms,scout_ms,keep_ms,scheduler_runtime_ms,scheduling_cycles,pulse_selected_total,keep_virtual_queue,wall_runtime_s
cider_nodes20_domains4_req1000,20,4,1,10.0,312,188,225.62400872974433,758.9392868816846,818.6406334293177,8086.0,15195.0,3824.0,11371.0,65.26781495640222,1.0,0.09924242424242423,808.600000000001,22.549584500666477,12512.0,5207.0,611.8295714259148,70.85556536912918,1252.2056102752686,1934.8907470703125,496,520,5633.606099712017,2.5337903052568436
